Logs,Boot ID,MAC Address,Bit-1 Sample,Base Sample,Phase 3,Bit-0 Sample,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
out/09-10-00-28/log,b64dceb2-9027-4083-9494-df2e77c7044c,76:84:0A:3C:5C:DB,out/09-10-00-28/bit1_samples928,out/09-10-00-28/base_samples928,960,out/09-10-00-28/bit0_samples928,961,952,3,2020-09-10 07:28:53,2020-09-10 07:30:00,928,3a779950-9830-4a7b-a2d5-52bf7c2384c3,1,
out/09-10-00-28/log,585dc553-03cd-4aaf-8748-ceb37a8e990c,42:A0:67:D2:F5:B1,out/09-10-00-28/bit1_samples274,out/09-10-00-28/base_samples274,429,out/09-10-00-28/bit0_samples274,853,645,3,2020-09-10 07:28:31,2020-09-10 07:30:00,274,729eba06-2729-45d5-815e-c2bc2f63739f,1,
out/09-10-00-28/log,6c8f3efd-6108-4a15-8700-5829787a2eca,86:0B:F7:7E:B8:73,out/09-10-00-28/bit1_samples361,out/09-10-00-28/base_samples361,440,out/09-10-00-28/bit0_samples361,386,361,3,2020-09-10 07:28:58,2020-09-10 07:30:01,361,d8cd2e20-b958-4db4-bede-028fa4c8491c,1,
out/09-10-00-28/log,ec5320ff-5f55-410e-8d96-d010fb836cc5,D2:DC:15:D2:F6:EB,out/09-10-00-28/bit1_samples838,out/09-10-00-28/base_samples838,953,out/09-10-00-28/bit0_samples838,899,929,3,2020-09-10 07:28:39,2020-09-10 07:30:00,838,8b262108-4c1f-4873-b990-15cf60ed3e09,1,
out/09-10-00-28/log,ecae459e-3e6f-4538-86a1-c2ccc695ec85,7A:AD:B9:18:7C:06,out/09-10-00-28/bit1_samples840,out/09-10-00-28/base_samples840,895,out/09-10-00-28/bit0_samples840,891,1012,3,2020-09-10 07:28:40,2020-09-10 07:30:00,840,ca4bac75-e055-4a97-be16-448823f78650,1,
out/09-10-00-28/log,5670536f-747d-4643-8221-315331068a44,A2:AC:30:13:64:20,out/09-10-00-28/bit1_samples144,out/09-10-00-28/base_samples144,606,out/09-10-00-28/bit0_samples144,655,278,3,2020-09-10 07:28:31,2020-09-10 07:30:00,144,c82b8eb2-ab70-4735-92d6-9b0a9e928ff8,1,
out/09-10-00-28/log,e16ec87e-dca3-4873-a83b-43e6c08b44c7,6A:73:3D:AB:CB:FC,out/09-10-00-28/bit1_samples407,out/09-10-00-28/base_samples407,478,out/09-10-00-28/bit0_samples407,448,510,3,2020-09-10 07:28:35,2020-09-10 07:30:01,407,cbc78b03-1327-4419-9b04-39cd0e2251d2,1,
out/09-10-00-28/log,79e2a0f4-d1e2-40c8-98b7-c7426a2bec02,12:69:51:4C:01:8D,out/09-10-00-28/bit1_samples107,out/09-10-00-28/base_samples107,855,out/09-10-00-28/bit0_samples107,876,108,3,2020-09-10 07:28:31,2020-09-10 07:30:01,107,b929b7e3-6663-4f29-b77f-fc9617047142,1,
out/09-10-00-28/log,956e4e2c-746a-4985-9b4c-1718a2970e08,7A:78:B8:E4:4D:F2,out/09-10-00-28/bit1_samples579,out/09-10-00-28/base_samples579,883,out/09-10-00-28/bit0_samples579,871,912,3,2020-09-10 07:28:49,2020-09-10 07:30:01,579,ec8a3c4f-1dba-4ac4-b825-83cb406282fe,1,
out/09-10-00-28/log,b20a0471-196b-4fb4-bb61-9290140d15a2,46:46:DA:E2:0E:A6,out/09-10-00-28/bit1_samples712,out/09-10-00-28/base_samples712,848,out/09-10-00-28/bit0_samples712,712,1008,3,2020-09-10 07:28:39,2020-09-10 07:30:00,712,9e2c8f9a-8e35-44ac-92ff-e26bc57859fe,1,
out/09-10-00-28/log,5a3b92f0-b28b-4457-b30e-3a17ddd02bc1,B2:E3:05:82:B1:11,out/09-10-00-28/bit1_samples713,out/09-10-00-28/base_samples713,734,out/09-10-00-28/bit0_samples713,718,1010,3,2020-09-10 07:28:35,2020-09-10 07:30:01,713,d89707a5-d1d6-44f4-b2db-5fd162b92df3,1,
out/09-10-00-28/log,87f4fd15-49ba-4a62-a854-3381a9206aaf,D2:8A:0C:03:84:C1,out/09-10-00-28/bit1_samples14,out/09-10-00-28/base_samples14,113,out/09-10-00-28/bit0_samples14,464,17,3,2020-09-10 07:28:31,2020-09-10 07:30:00,14,aa376c88-99f9-4ba2-86b6-ac5805b8ae72,1,
out/09-10-00-28/log,ebd6e39a-cd85-4c53-a44e-9c6ad236830b,96:42:C7:57:17:D9,out/09-10-00-28/bit1_samples881,out/09-10-00-28/base_samples881,881,out/09-10-00-28/bit0_samples881,881,881,3,2020-09-10 07:28:41,2020-09-10 07:30:01,881,f26f688e-e2df-4f76-a9e8-59cfcb22d1f1,1,
out/09-10-00-28/log,2810c35b-8543-46d2-8fb0-950121df83f3,DA:E1:AA:EA:B9:CB,out/09-10-00-28/bit1_samples310,out/09-10-00-28/base_samples310,1015,out/09-10-00-28/bit0_samples310,310,853,3,2020-09-10 07:28:32,2020-09-10 07:30:00,310,a02a0693-3197-474f-9e0e-8ac8c50e61b2,1,
out/09-10-00-28/log,20359ac6-bd2c-4fd7-b7a5-6fcb6c25fe08,4E:01:73:4D:CF:A4,out/09-10-00-28/bit1_samples911,out/09-10-00-28/base_samples911,928,out/09-10-00-28/bit0_samples911,960,960,3,2020-09-10 07:28:37,2020-09-10 07:30:01,911,43725ac5-575a-44c0-8e11-f69112eed57a,1,
out/09-10-00-28/log,f18ca52f-17d8-4df9-9b8b-bd025f702883,3E:AC:DB:A3:16:11,out/09-10-00-28/bit1_samples128,out/09-10-00-28/base_samples128,288,out/09-10-00-28/bit0_samples128,288,281,3,2020-09-10 07:28:31,2020-09-10 07:30:00,128,ff89ab30-6c15-4eef-993f-83e06b6d260b,1,
out/09-10-00-28/log,66f4c4e9-6e50-4a07-97d4-4c7a76dcf1dc,1E:37:05:D1:74:AF,out/09-10-00-28/bit1_samples470,out/09-10-00-28/base_samples470,995,out/09-10-00-28/bit0_samples470,972,479,3,2020-09-10 07:28:34,2020-09-10 07:30:00,470,67a87531-ecd8-47d3-b130-8c82e2dab51c,1,
out/09-10-00-28/log,51fa9c7a-6e49-4992-a38c-fb79dd3b134c,32:2C:51:77:3A:62,out/09-10-00-28/bit1_samples366,out/09-10-00-28/base_samples366,550,out/09-10-00-28/bit0_samples366,928,676,3,2020-09-10 07:28:31,2020-09-10 07:30:00,366,8a3ba2df-f106-4c6f-a65d-f1b5552f6a98,1,
out/09-10-00-28/log,8949d9cd-52b9-44fa-b097-e02cefd756f3,E6:C5:E1:0E:76:AE,out/09-10-00-28/bit1_samples684,out/09-10-00-28/base_samples684,884,out/09-10-00-28/bit0_samples684,686,893,3,2020-09-10 07:28:59,2020-09-10 07:30:00,684,2663269b-a351-462d-9f1c-47f28f4e254a,1,
out/09-10-00-28/log,9f1ee89f-b245-44b6-b3f5-c79a87992d74,86:9D:8E:28:65:48,out/09-10-00-28/bit1_samples716,out/09-10-00-28/base_samples716,932,out/09-10-00-28/bit0_samples716,766,758,3,2020-09-10 07:29:03,2020-09-10 07:30:00,716,e325dc98-f7c8-4f66-a1de-1ba7bdb22de4,1,
out/09-10-00-28/log,0f66b62a-14fb-471e-afe9-8330c35a828c,DA:DB:80:43:9A:22,out/09-10-00-28/bit1_samples851,out/09-10-00-28/base_samples851,854,out/09-10-00-28/bit0_samples851,896,851,3,2020-09-10 07:28:42,2020-09-10 07:30:01,851,eaebd97a-dd90-40c1-a422-b6c6b0254bc3,1,
out/09-10-00-28/log,29577d4f-d3e8-4164-b100-48a09a9c5a1c,3A:B4:2E:8B:4E:13,out/09-10-00-28/bit1_samples768,out/09-10-00-28/base_samples768,895,out/09-10-00-28/bit0_samples768,1020,919,3,2020-09-10 07:28:53,2020-09-10 07:30:00,768,aa3939b5-3029-4027-bffa-4e692d097d02,1,
out/09-10-00-28/log,67df85f9-f3f4-471d-b634-49ce987734a6,62:03:43:53:3F:32,out/09-10-00-28/bit1_samples37,out/09-10-00-28/base_samples37,928,out/09-10-00-28/bit0_samples37,976,398,3,2020-09-10 07:28:32,2020-09-10 07:30:01,37,b91311bd-c7a8-4731-974d-474c8f5a6d89,1,
out/09-10-00-28/log,6e01ec45-d3a2-4074-a706-364eacd003db,FE:00:86:91:01:10,out/09-10-00-28/bit1_samples275,out/09-10-00-28/base_samples275,275,out/09-10-00-28/bit0_samples275,275,275,3,2020-09-10 07:28:31,2020-09-10 07:30:01,275,804d668e-368a-4163-87a8-7831c8c03e12,1,
out/09-10-00-28/log,24575e8e-4ee7-492e-8976-49d1cfbd5f13,7E:80:F4:6A:1D:64,out/09-10-00-28/bit1_samples528,out/09-10-00-28/base_samples528,528,out/09-10-00-28/bit0_samples528,528,528,3,2020-09-10 07:28:38,2020-09-10 07:30:00,528,8c43985d-d94b-4f0d-b9ff-166f58415845,1,
out/09-10-00-28/log,2cdb48d0-c917-4ae9-aa1c-bb33414cb4f4,F2:D4:A4:1A:2F:B7,out/09-10-00-28/bit1_samples834,out/09-10-00-28/base_samples834,900,out/09-10-00-28/bit0_samples834,964,876,3,2020-09-10 07:28:47,2020-09-10 07:30:00,834,7f62bdfb-fdc1-491c-918d-3d6ae1add300,1,
out/09-10-00-28/log,3aa8d1f4-df96-4763-a327-73913d0f6d9d,DA:C8:F2:19:0A:64,out/09-10-00-28/bit1_samples193,out/09-10-00-28/base_samples193,193,out/09-10-00-28/bit0_samples193,193,193,3,2020-09-10 07:28:31,2020-09-10 07:30:01,193,43d01581-3bc7-46fb-a745-1b1f73e4ec47,1,
out/09-10-00-28/log,81900599-f7d7-45e5-b7da-52476a5674d9,76:1C:AE:A4:88:59,out/09-10-00-28/bit1_samples604,out/09-10-00-28/base_samples604,629,out/09-10-00-28/bit0_samples604,604,801,3,2020-09-10 07:28:59,2020-09-10 07:30:00,604,03f95751-d59a-4372-ab7c-0ee788864b37,1,
out/09-10-00-28/log,63d3adb9-f6ad-46f9-8162-f0d8fd81a3a4,6E:C1:57:BB:21:9C,out/09-10-00-28/bit1_samples586,out/09-10-00-28/base_samples586,741,out/09-10-00-28/bit0_samples586,763,792,3,2020-09-10 07:28:45,2020-09-10 07:30:00,586,369b1cc7-66b1-4933-972d-728a94697e42,1,
out/09-10-00-28/log,15f2a611-6b1d-4c2f-8a58-21b8dac32a7f,02:C6:98:36:6F:8A,out/09-10-00-28/bit1_samples28,out/09-10-00-28/base_samples28,518,out/09-10-00-28/bit0_samples28,512,29,3,2020-09-10 07:28:31,2020-09-10 07:30:00,28,f13f2a35-d730-455a-9ce0-934e76ce074f,1,
out/09-10-00-28/log,fca7987d-36f5-4ea2-b98c-b7478c9cf7c5,36:03:73:A6:39:56,out/09-10-00-28/bit1_samples29,out/09-10-00-28/base_samples29,854,out/09-10-00-28/bit0_samples29,784,834,3,2020-09-10 07:28:31,2020-09-10 07:30:01,29,1b0678a4-2bc5-4dee-a08e-ad7fa9b74562,1,
out/09-10-00-28/log,1ab8cc26-22bb-49d1-b707-64684dbbe176,0E:A5:CE:20:A1:C6,out/09-10-00-28/bit1_samples922,out/09-10-00-28/base_samples922,928,out/09-10-00-28/bit0_samples922,929,1020,3,2020-09-10 07:29:00,2020-09-10 07:30:00,922,9ea103aa-6a15-4d15-b1a8-c33684400bcb,1,
out/09-10-00-28/log,c9686679-224b-431f-b76c-7b44a830aa48,A2:85:ED:E5:2E:D4,out/09-10-00-28/bit1_samples287,out/09-10-00-28/base_samples287,320,out/09-10-00-28/bit0_samples287,770,545,3,2020-09-10 07:28:31,2020-09-10 07:30:01,287,fb7aeff9-778e-48ab-9d4f-746da69c0350,1,
out/09-10-00-28/log,d85dec6a-f29b-41a4-8a3d-0a6b18b91236,1E:FC:E5:A6:F9:29,out/09-10-00-28/bit1_samples226,out/09-10-00-28/base_samples226,970,out/09-10-00-28/bit0_samples226,602,488,3,2020-09-10 07:28:31,2020-09-10 07:30:00,226,1399f441-077d-40b6-bcaa-7edbf9ce2c65,1,
out/09-10-00-28/log,8528a8ae-0341-4696-888f-dd2200849326,CE:B1:B6:C2:95:EA,out/09-10-00-28/bit1_samples885,out/09-10-00-28/base_samples885,907,out/09-10-00-28/bit0_samples885,892,890,3,2020-09-10 07:28:34,2020-09-10 07:30:01,885,e141017f-47f4-4359-be78-3e0823b4cf52,1,
out/09-10-00-28/log,b76b7f9c-7603-4558-84a3-ea9aff0ea00d,32:6F:08:CA:71:1B,out/09-10-00-28/bit1_samples244,out/09-10-00-28/base_samples244,1018,out/09-10-00-28/bit0_samples244,894,252,3,2020-09-10 07:28:31,2020-09-10 07:30:00,244,38668816-3283-48f0-b67d-bb5110576c67,1,
out/09-10-00-28/log,d8025005-a83f-4bb4-922f-c6d97c1be6ff,2E:6C:51:BA:3A:53,out/09-10-00-28/bit1_samples165,out/09-10-00-28/base_samples165,384,out/09-10-00-28/bit0_samples165,276,796,3,2020-09-10 07:28:31,2020-09-10 07:30:01,165,49703e5f-2929-4789-ba3f-956a3d633ea3,1,
out/09-10-00-28/log,9cd01386-0685-4edd-996d-059766fefda5,C2:60:D0:ED:22:D9,out/09-10-00-28/bit1_samples751,out/09-10-00-28/base_samples751,751,out/09-10-00-28/bit0_samples751,752,751,3,2020-09-10 07:28:48,2020-09-10 07:30:01,751,b980a428-9c6b-40ff-a203-d21d9bf647ff,1,
out/09-10-00-28/log,30ae1036-204c-4746-b6ee-642a537b1a3e,92:72:FE:18:FF:69,out/09-10-00-28/bit1_samples986,out/09-10-00-28/base_samples986,986,out/09-10-00-28/bit0_samples986,986,986,3,2020-09-10 07:29:00,2020-09-10 07:30:00,986,b4106de0-9f47-4213-8c90-efd038757878,1,
out/09-10-00-28/log,eca98b3f-6f22-44e3-9daf-08dba9667d83,CE:EC:AB:37:B6:7E,out/09-10-00-28/bit1_samples297,out/09-10-00-28/base_samples297,998,out/09-10-00-28/bit0_samples297,297,904,3,2020-09-10 07:28:31,2020-09-10 07:30:01,297,006870e1-1c7f-4b95-9c34-bdadead5f3bf,1,
out/09-10-00-28/log,05a51da7-49ba-4f99-9240-c392bfb3425f,B2:32:43:7C:2E:B8,out/09-10-00-28/bit1_samples481,out/09-10-00-28/base_samples481,1010,out/09-10-00-28/bit0_samples481,1017,504,3,2020-09-10 07:28:43,2020-09-10 07:30:01,481,38ba4cd9-941d-4f35-a749-27eeb966aca5,1,
out/09-10-00-28/log,00f02bc9-4474-4e0e-81be-0b5b33ca39e0,2E:00:FF:14:A9:BB,out/09-10-00-28/bit1_samples707,out/09-10-00-28/base_samples707,986,out/09-10-00-28/bit0_samples707,732,921,3,2020-09-10 07:28:46,2020-09-10 07:30:01,707,b2a95d56-be8a-403d-9a1e-4e62980a5b68,1,
out/09-10-00-28/log,6a0f4a9a-4f3c-4229-8c3b-50180e11eeff,22:D0:3D:A4:88:77,out/09-10-00-28/bit1_samples175,out/09-10-00-28/base_samples175,258,out/09-10-00-28/bit0_samples175,348,400,3,2020-09-10 07:28:31,2020-09-10 07:30:01,175,bb344bd0-81aa-477c-bc64-5d37892fdcf5,1,
out/09-10-00-28/log,72e32b04-e79e-4578-a873-d76407bf5335,CE:0F:4E:99:49:49,out/09-10-00-28/bit1_samples2,out/09-10-00-28/base_samples2,2,out/09-10-00-28/bit0_samples2,2,2,3,2020-09-10 07:28:31,2020-09-10 07:30:00,2,6770653d-c1a9-43dc-bb3e-5ed92fbeec9e,1,
out/09-10-00-28/log,e95673bb-753d-450c-8a0c-584a5b480657,E6:39:43:46:C3:5C,out/09-10-00-28/bit1_samples476,out/09-10-00-28/base_samples476,479,out/09-10-00-28/bit0_samples476,479,479,3,2020-09-10 07:28:38,2020-09-10 07:30:00,476,2c7f01ba-2332-4131-99f1-3d8e71af3d06,1,
out/09-10-00-28/log,5fa1e781-21f4-4d49-9c3d-45926b9948ee,C6:F0:20:80:05:ED,out/09-10-00-28/bit1_samples547,out/09-10-00-28/base_samples547,884,out/09-10-00-28/bit0_samples547,743,957,3,2020-09-10 07:28:36,2020-09-10 07:30:01,547,49b473b1-3946-4597-88ca-c1ece2fead76,1,
out/09-10-00-28/log,a5040f35-27be-4395-b0ab-84685a71a3ca,26:43:09:EE:46:A1,out/09-10-00-28/bit1_samples469,out/09-10-00-28/base_samples469,965,out/09-10-00-28/bit0_samples469,836,837,3,2020-09-10 07:28:48,2020-09-10 07:30:01,469,4aa8d209-ae04-4d2a-9603-27b39cbf1458,1,
out/09-10-00-28/log,de33e514-a20d-4470-8cd6-3243e8ed7e4c,CA:40:88:A9:28:27,out/09-10-00-28/bit1_samples377,out/09-10-00-28/base_samples377,380,out/09-10-00-28/bit0_samples377,608,519,3,2020-09-10 07:28:36,2020-09-10 07:30:01,377,ffece35e-2442-437e-9c9e-373c3e511f6c,1,
out/09-10-00-28/log,7c5a52ee-0f05-4133-8b0b-8276dfad8ff7,02:23:8D:4D:D0:73,out/09-10-00-28/bit1_samples946,out/09-10-00-28/base_samples946,946,out/09-10-00-28/bit0_samples946,946,946,3,2020-09-10 07:28:42,2020-09-10 07:30:00,946,5c677ca0-7a28-4d72-ab89-c7e0f6c3956b,1,
out/09-10-00-28/log,3c905597-dde2-4fe8-b15e-0edf09dcbfa9,0A:DB:B5:61:05:ED,out/09-10-00-28/bit1_samples209,out/09-10-00-28/base_samples209,209,out/09-10-00-28/bit0_samples209,209,209,3,2020-09-10 07:28:31,2020-09-10 07:30:01,209,2b2ac26f-d1c3-4e4e-baf2-d980a87707de,1,
out/09-10-00-28/log,40f03000-a598-4add-91c9-c0078cc39d83,B6:1F:C0:D4:84:1E,out/09-10-00-28/bit1_samples426,out/09-10-00-28/base_samples426,676,out/09-10-00-28/bit0_samples426,604,486,3,2020-09-10 07:28:38,2020-09-10 07:30:00,426,cdadf162-61f3-4b85-b32b-434c7c261d94,1,
out/09-10-00-28/log,be7b7955-fd7d-43d0-a86a-98b1c3801277,16:90:DC:1E:FC:73,out/09-10-00-28/bit1_samples330,out/09-10-00-28/base_samples330,967,out/09-10-00-28/bit0_samples330,710,711,3,2020-09-10 07:28:36,2020-09-10 07:30:00,330,ac4229d4-c6d2-47e2-bed1-f5a4728e123d,1,
out/09-10-00-28/log,3b8e2164-3a1e-48eb-876a-20224c5c066c,1E:B5:6A:C5:AE:4F,out/09-10-00-28/bit1_samples437,out/09-10-00-28/base_samples437,452,out/09-10-00-28/bit0_samples437,618,606,3,2020-09-10 07:28:43,2020-09-10 07:30:01,437,02a6e433-6e54-4f09-a4a2-99874cdb0680,1,
out/09-10-00-28/log,99e0fbd5-4f10-4212-9d97-1a9ae388f298,5E:E4:6F:37:DD:2E,out/09-10-00-28/bit1_samples322,out/09-10-00-28/base_samples322,336,out/09-10-00-28/bit0_samples322,541,799,3,2020-09-10 07:28:31,2020-09-10 07:30:00,322,4e591514-1fa0-487a-95ee-bd066ae253a8,1,
out/09-10-00-28/log,4d113823-356a-4d42-980c-797d13af0684,4A:70:B3:8E:08:81,out/09-10-00-28/bit1_samples413,out/09-10-00-28/base_samples413,413,out/09-10-00-28/bit0_samples413,413,413,3,2020-09-10 07:28:35,2020-09-10 07:30:01,413,f3ec5079-cca5-4a06-b324-06d31f940807,1,
out/09-10-00-28/log,27974389-c7ec-4429-a882-39af55268b3f,26:B4:AB:21:C9:20,out/09-10-00-28/bit1_samples79,out/09-10-00-28/base_samples79,448,out/09-10-00-28/bit0_samples79,192,79,3,2020-09-10 07:28:31,2020-09-10 07:30:01,79,cd83a918-f601-4be3-bbef-33366f3ad05d,1,
out/09-10-00-28/log,66e52ec1-92db-4285-85be-ad9b42701c9b,0A:3A:67:F3:E2:1C,out/09-10-00-28/bit1_samples959,out/09-10-00-28/base_samples959,959,out/09-10-00-28/bit0_samples959,959,959,3,2020-09-10 07:28:43,2020-09-10 07:30:01,959,fa350710-d7cc-400e-8097-5abccca5f357,1,
out/09-10-00-28/log,842fc7b8-fe03-4de2-a4d5-d0793b1e1efc,3A:19:4A:82:6B:6A,out/09-10-00-28/bit1_samples808,out/09-10-00-28/base_samples808,922,out/09-10-00-28/bit0_samples808,821,862,3,2020-09-10 07:28:46,2020-09-10 07:30:00,808,14af0e14-397a-4807-8769-9d8b7f5e7010,1,
out/09-10-00-28/log,98176cb2-5e0d-4cf5-9648-e5f1bfb64a08,6E:03:91:3E:CA:F6,out/09-10-00-28/bit1_samples503,out/09-10-00-28/base_samples503,504,out/09-10-00-28/bit0_samples503,503,556,3,2020-09-10 07:28:41,2020-09-10 07:30:01,503,2abf8fd6-2d85-466a-867c-3ad4a6827bed,1,
out/09-10-00-28/log,0dbb9b5c-0f9b-4614-89c3-999f36b93dfd,16:50:08:CB:5F:68,out/09-10-00-28/bit1_samples129,out/09-10-00-28/base_samples129,217,out/09-10-00-28/bit0_samples129,188,148,3,2020-09-10 07:28:31,2020-09-10 07:30:01,129,5ccbdea1-7c6c-4f92-a67a-189b18471f5d,1,
out/09-10-00-28/log,fcc24913-d7b7-454b-b5e2-1af369ae9adc,32:63:F9:E8:82:A2,out/09-10-00-28/bit1_samples594,out/09-10-00-28/base_samples594,743,out/09-10-00-28/bit0_samples594,607,599,3,2020-09-10 07:28:37,2020-09-10 07:30:00,594,91e895e2-3ea7-45ec-89b3-f229bf5f288b,1,
out/09-10-00-28/log,17a11593-24b5-4d5f-b195-cac2a920f340,C2:9A:42:88:C4:E8,out/09-10-00-28/bit1_samples463,out/09-10-00-28/base_samples463,515,out/09-10-00-28/bit0_samples463,484,480,3,2020-09-10 07:28:52,2020-09-10 07:30:01,463,86e25980-3f2d-4a6c-941a-e64820139a49,1,
out/09-10-00-28/log,28907c31-6f3d-48fd-98d1-d970d5a53da4,06:D2:95:6C:02:A6,out/09-10-00-28/bit1_samples616,out/09-10-00-28/base_samples616,898,out/09-10-00-28/bit0_samples616,640,836,3,2020-09-10 07:28:42,2020-09-10 07:30:00,616,be732022-6219-491b-b30a-86def0a709bd,1,
out/09-10-00-28/log,bd02d45e-e7fa-4841-a845-2c196b9114f0,12:A6:13:6A:2E:B3,out/09-10-00-28/bit1_samples442,out/09-10-00-28/base_samples442,442,out/09-10-00-28/bit0_samples442,455,442,3,2020-09-10 07:28:35,2020-09-10 07:30:00,442,f4811c8e-7b26-4b00-89b1-2dd21967ee34,1,
out/09-10-00-28/log,3b820b24-66cf-420d-8152-39273551a4d0,22:C9:88:BC:61:F0,out/09-10-00-28/bit1_samples603,out/09-10-00-28/base_samples603,851,out/09-10-00-28/bit0_samples603,930,988,3,2020-09-10 07:28:49,2020-09-10 07:30:01,603,34ece176-24a2-4990-8efd-f0072136e82e,1,
out/09-10-00-28/log,42eaa85e-b0ce-4424-b9b7-32391684e0fb,92:FF:6B:5F:BC:FB,out/09-10-00-28/bit1_samples87,out/09-10-00-28/base_samples87,104,out/09-10-00-28/bit0_samples87,368,128,3,2020-09-10 07:28:32,2020-09-10 07:30:01,87,a297bf01-ac05-4ae5-a695-19adcc904444,1,
out/09-10-00-28/log,34996f82-9afb-45e6-9689-b5bdb4dee537,76:2D:6D:40:72:9F,out/09-10-00-28/bit1_samples50,out/09-10-00-28/base_samples50,878,out/09-10-00-28/bit0_samples50,383,299,3,2020-09-10 07:28:31,2020-09-10 07:30:00,50,483e5827-f4e2-4c09-a93b-99cb335a15f8,1,
out/09-10-00-28/log,3b961e5d-df4e-4633-9f8d-e45c969aad13,EA:0B:24:FD:EB:33,out/09-10-00-28/bit1_samples601,out/09-10-00-28/base_samples601,608,out/09-10-00-28/bit0_samples601,601,783,3,2020-09-10 07:28:50,2020-09-10 07:30:01,601,0c16d652-2ccb-4bfb-8f58-46f75352a695,1,
out/09-10-00-28/log,ad3effb9-6a01-4df5-b90a-40b736489dc2,7A:64:0E:AA:F0:07,out/09-10-00-28/bit1_samples401,out/09-10-00-28/base_samples401,413,out/09-10-00-28/bit0_samples401,640,414,3,2020-09-10 07:28:31,2020-09-10 07:30:01,401,5cbdbc09-609c-48e0-8513-368331a90b09,1,
out/09-10-00-28/log,60eed1ab-cad5-42f4-aa4d-79ef6c87fa61,92:21:AB:3D:DB:F4,out/09-10-00-28/bit1_samples71,out/09-10-00-28/base_samples71,130,out/09-10-00-28/bit0_samples71,71,264,3,2020-09-10 07:28:31,2020-09-10 07:30:01,71,dde07685-5120-41a8-baaa-0071e10efddb,1,
out/09-10-00-28/log,d6b32ae3-5332-4885-b17b-0cee019e5d28,F6:17:FF:D7:3F:84,out/09-10-00-28/bit1_samples590,out/09-10-00-28/base_samples590,757,out/09-10-00-28/bit0_samples590,640,928,3,2020-09-10 07:28:40,2020-09-10 07:30:00,590,62f667f9-5d6e-4414-a167-3e375415710a,1,
out/09-10-00-28/log,11d62747-7416-42f4-96bf-694c1dcd681b,EE:96:4E:C0:BD:93,out/09-10-00-28/bit1_samples96,out/09-10-00-28/base_samples96,96,out/09-10-00-28/bit0_samples96,96,96,3,2020-09-10 07:28:31,2020-09-10 07:30:00,96,f85a4eec-dee6-4c78-a97b-f801f0c59823,1,
out/09-10-00-28/log,3185e145-e492-416f-b32e-a8b6dbf7616e,BA:0A:B8:03:77:94,out/09-10-00-28/bit1_samples69,out/09-10-00-28/base_samples69,192,out/09-10-00-28/bit0_samples69,72,272,3,2020-09-10 07:28:31,2020-09-10 07:30:01,69,2fde999c-0fef-4124-bce7-68653512a895,1,
out/09-10-00-28/log,5a90facd-5b79-4037-90c1-66f5d9920872,12:63:4A:89:66:31,out/09-10-00-28/bit1_samples607,out/09-10-00-28/base_samples607,894,out/09-10-00-28/bit0_samples607,747,862,3,2020-09-10 07:28:50,2020-09-10 07:30:01,607,66879208-cc2c-40bf-91f4-ec5707a0cfad,1,
out/09-10-00-28/log,9d8185db-6e23-45c9-badb-a565af01c187,DA:14:F1:C2:B2:B1,out/09-10-00-28/bit1_samples557,out/09-10-00-28/base_samples557,557,out/09-10-00-28/bit0_samples557,557,557,3,2020-09-10 07:28:33,2020-09-10 07:30:01,557,b04c8ab3-3a32-46e9-a819-3cc9b21da2c4,1,
out/09-10-00-28/log,93ed3f06-7490-4216-9a73-81fd58ac8e89,02:BD:E5:77:31:94,out/09-10-00-28/bit1_samples64,out/09-10-00-28/base_samples64,689,out/09-10-00-28/bit0_samples64,949,989,3,2020-09-10 07:28:32,2020-09-10 07:30:00,64,93918302-dfa2-4366-9b86-35a0dbbe4158,1,
out/09-10-00-28/log,e53b3e65-b03a-46f2-b548-2ef1ca1aefbb,76:67:C7:F4:02:25,out/09-10-00-28/bit1_samples511,out/09-10-00-28/base_samples511,511,out/09-10-00-28/bit0_samples511,750,752,3,2020-09-10 07:28:54,2020-09-10 07:30:01,511,8ca110b1-6071-46bd-8f29-51056d72f8d6,1,
out/09-10-00-28/log,710cfb6d-b6b5-41be-a6ed-786d83e7af00,56:76:4B:3B:EA:87,out/09-10-00-28/bit1_samples565,out/09-10-00-28/base_samples565,728,out/09-10-00-28/bit0_samples565,949,778,3,2020-09-10 07:28:38,2020-09-10 07:30:01,565,6fec8ce1-231b-4086-a59a-216707fb179a,1,
out/09-10-00-28/log,72953cc7-bad6-49b4-a196-759ee9d668a5,CA:54:4B:3C:9C:02,out/09-10-00-28/bit1_samples90,out/09-10-00-28/base_samples90,122,out/09-10-00-28/bit0_samples90,370,114,3,2020-09-10 07:28:31,2020-09-10 07:30:00,90,66086093-2be2-4a00-bc18-294700ca0b40,1,
out/09-10-00-28/log,b1dbe6d2-72bf-4423-86e9-415b459a9d84,72:D9:B7:50:8D:EE,out/09-10-00-28/bit1_samples573,out/09-10-00-28/base_samples573,574,out/09-10-00-28/bit0_samples573,573,573,3,2020-09-10 07:28:42,2020-09-10 07:30:01,573,e9310251-57cd-448f-8193-b5a42f401013,1,
