Logs,Boot ID,MAC Address,Bit-0 Sample,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
out/09-09-22-56/log,57922b41-18f0-49d7-b97a-3415a774e5b6,56:09:D8:5B:C4:21,out/09-09-22-56/bit0_samples87,out/09-09-22-56/bit1_samples87,out/09-09-22-56/base_samples87,87,1,2020-09-10 05:56:32,2020-09-10 05:57:11,87,3cab7de1-3e42-48fc-a263-d9e03e635ecd,1,
out/09-09-22-56/log,d9289cfc-3b8f-4b84-999e-e426db5f7b39,DA:A8:2B:5C:8A:DC,out/09-09-22-56/bit0_samples99,out/09-09-22-56/bit1_samples99,out/09-09-22-56/base_samples99,99,1,2020-09-10 05:56:32,2020-09-10 05:57:11,99,14411e1a-e7da-48a5-898a-8c3b1dce2efb,1,
out/09-09-22-56/log,14b2618b-79db-4395-a400-a68afb6a521b,82:EC:C8:6C:56:63,out/09-09-22-56/bit0_samples61,out/09-09-22-56/bit1_samples61,out/09-09-22-56/base_samples61,61,1,2020-09-10 05:56:32,2020-09-10 05:57:11,61,7f98d853-62e9-4cdf-8c5d-8545108a9e32,1,
out/09-09-22-56/log,ec4446d2-4e4f-4ca3-9fe7-298d81ee4e07,B2:A2:06:AF:44:4E,out/09-09-22-56/bit0_samples21,out/09-09-22-56/bit1_samples21,out/09-09-22-56/base_samples21,21,1,2020-09-10 05:56:32,2020-09-10 05:57:11,21,fa4c4f9d-6989-42d0-84bd-38abcb605f41,1,
out/09-09-22-56/log,467bd48c-0c05-4a76-aee1-171636f60451,C2:03:51:CD:64:69,out/09-09-22-56/bit0_samples42,out/09-09-22-56/bit1_samples42,out/09-09-22-56/base_samples42,42,1,2020-09-10 05:56:32,2020-09-10 05:57:10,42,4aa8ea7f-a7ec-4721-a04e-bc197a2bd6da,1,
out/09-09-22-56/log,d525cfc3-dad0-4853-970b-7c392bc68f1f,C6:71:41:14:A3:2A,out/09-09-22-56/bit0_samples68,out/09-09-22-56/bit1_samples68,out/09-09-22-56/base_samples68,68,1,2020-09-10 05:56:32,2020-09-10 05:57:10,68,1664e0ab-d921-4a51-b9f9-4b65017d4ff4,1,
out/09-09-22-56/log,4e51a9c3-aaa1-4ec9-87e5-5357902e781c,8E:EB:10:94:91:22,out/09-09-22-56/bit0_samples17,out/09-09-22-56/bit1_samples17,out/09-09-22-56/base_samples17,17,1,2020-09-10 05:56:32,2020-09-10 05:57:11,17,951ba2db-2b6b-41c6-ab80-bb64aa130aef,1,
out/09-09-22-56/log,76a18315-ce94-4840-963c-8d68fe236979,12:38:46:5A:2F:68,out/09-09-22-56/bit0_samples70,out/09-09-22-56/bit1_samples70,out/09-09-22-56/base_samples70,70,1,2020-09-10 05:56:32,2020-09-10 05:57:10,70,7f3afe43-dc19-4f0d-b8bb-3406b3a78062,1,
out/09-09-22-56/log,c7842a04-b7a8-4105-b171-a51442f40829,3A:E8:0B:1F:C3:A0,out/09-09-22-56/bit0_samples97,out/09-09-22-56/bit1_samples97,out/09-09-22-56/base_samples97,97,1,2020-09-10 05:56:32,2020-09-10 05:57:11,97,5aa4e095-cc09-4041-a7fa-8cb6148f45b1,1,
out/09-09-22-56/log,5a715534-6034-41fd-a733-6ab6ad555360,42:87:40:BB:6E:6B,out/09-09-22-56/bit0_samples6,out/09-09-22-56/bit1_samples6,out/09-09-22-56/base_samples6,6,1,2020-09-10 05:56:32,2020-09-10 05:57:10,6,f69a6430-dead-4ac8-9b32-a2f65a5d303f,1,
