Start Time,Frequency,MAC Address,Random Time,entropy_avail_2,Elapsed Time
1581558499548,2500.012,fa:2c:56:93:8d:42,0.07347655296325684,"846
",1564378119
1581558499548,2500.006,82:f6:bc:d2:b0:f0,0.08031034469604492,"3103
",1564377956
1581558499569,2500.006,b2:ec:f4:bd:47:4f,0.055703163146972656,"929
",1564377794
1581558499574,2500.01,62:a5:aa:17:90:dd,0.0695040225982666,"1253
",1564378130
1581558499578,2500.012,ea:c0:52:4e:29:ff,0.05570507049560547,"895
",1564378416
1581558499567,2500.012,7a:5b:e5:26:08:49,0.06515121459960938,"568
",1564378412
1581558499565,2500.01,ee:df:c5:57:03:58,0.07470130920410156,"783
",1564378115
1581558499552,2500.006,e2:59:a2:8b:01:41,0.08114743232727051,"198
",1564377778
1581558499573,2500.01,62:0f:ac:90:99:1c,0.0777738094329834,"3088
",1564378116
1581558499583,2500.002,7a:b8:df:24:67:9a,0.0795741081237793,"3092
",1564376172
1581558499586,2500.01,d6:f5:3a:4e:f8:3c,0.05577659606933594,"3102
",1564378542
1581558499590,2500.004,3a:56:87:f9:85:e3,0.054090261459350586,"1889
",1564378335
1581558499567,2500.01,96:d7:26:82:18:78,0.0799720287322998,"3097
",1564376344
1581558499581,2500.006,7a:24:35:d1:80:63,0.07833385467529297,"728
",1564377963
1581558499575,2500.01,6a:9b:51:06:ce:5b,0.09268712997436523,"3098
",1564376921
1581558499608,2499.998,32:4c:36:e3:d8:4c,0.05575060844421387,"2054
",1564378510
1581558499575,2500.01,46:8e:0b:c2:54:bd,0.08075165748596191,"760
",1564378138
1581558499604,2500.004,7a:75:f7:51:e7:67,0.06522870063781738,"1173
",1564378254
1581558499591,2500.002,ae:cf:b6:4b:75:cf,0.08188915252685547,"506
",1564378035
1581558499570,2500.012,8a:ba:15:49:32:4e,0.08279776573181152,"1426
",1564378003
1581558499571,2500.006,fa:e9:6a:52:ce:e5,0.08306241035461426,"71
",1564377412
1581558499611,2500.01,aa:a0:5a:da:9d:34,0.06587004661560059,"3083
",1564376362
1581558499615,2500.014,96:22:8e:f0:b7:0d,0.08090710639953613,"1644
",1564377916
1581558499601,2300.008,66:5f:fa:4b:f3:ab,0.08556556701660156,"3084
",1564377495
1581558499608,2500.004,76:23:d3:18:29:30,0.06608343124389648,"1445
",1564378247
1581558499594,2500.0,ce:cc:1e:73:fe:ec,0.0793771743774414,"1380
",1564377730
1581558499596,2500.002,ca:20:6c:12:ee:e6,0.07172703742980957,"740
",1564378283
1581558499596,2500.01,ea:42:a0:75:9a:60,0.05614209175109863,"1710
",1564378544
1581558499620,2500.014,7a:58:7b:92:7b:81,0.08285069465637207,"999
",1564377920
1581558499608,2500.006,56:a9:41:ff:10:4c,0.08191680908203125,"592
",1564377889
1581558499607,2500.012,5e:73:31:54:9f:3c,0.055644989013671875,"881
",1564378031
1581558499615,2500.012,1e:57:c3:45:81:3e,0.07030916213989258,"1095
",1564378006
1581558499619,2500.008,56:13:f4:a9:70:9c,0.07519078254699707,"864
",1564378316
1581558499585,2500.006,56:0a:b5:65:7d:21,0.0995330810546875,"3081
",1564377965
1581558499613,2500.01,d6:c0:7d:cc:51:d5,0.050885915756225586,"930
",1564377685
1581558499585,2500.012,a2:4c:26:d6:34:f0,0.08313345909118652,"222
",1564377561
1581558499605,2500.0,8e:66:bc:cf:ce:6f,0.07059741020202637,"193
",1564377739
1581558499619,2500.01,a2:7e:e2:98:6c:ea,0.06667256355285645,"841
",1564378023
1581558499596,2499.998,52:f6:d2:40:48:4b,0.07483577728271484,"1380
",1564378509
1581558499603,2499.998,5e:1e:e4:d5:33:b1,0.04672884941101074,"1796
",1564378509
1581558499584,2500.01,02:ba:b7:21:1d:b2,0.07681059837341309,"692
",1564378144
1581558499606,2500.012,e6:ee:42:63:a3:91,0.08016204833984375,"3076
",1564376312
1581558499587,2500.008,d2:8a:ce:75:14:d6,0.0778656005859375,"1220
",1564378303
1581558499616,2500.014,da:2f:91:20:f2:be,0.06703495979309082,"517
",1564377950
1581558499642,2500.004,de:c1:87:d6:01:48,0.0553741455078125,"2039
",1564377713
1581558499597,2500.002,2e:c6:43:f0:5b:83,0.07313203811645508,"919
",1564378075
1581558499607,2500.006,ee:c4:73:7e:df:13,0.07478213310241699,"385
",1564377904
1581558499646,2500.01,46:77:c6:2b:46:41,0.06651473045349121,"920
",1564378151
1581558499619,2500.01,ae:76:6f:ba:cd:91,0.08149504661560059,"825
",1564377999
1581558499605,2500.002,26:ab:53:3f:96:ae,0.05130600929260254,"263
",1564377401
1581558499592,2500.012,fa:fd:0c:98:ca:8a,0.06481027603149414,"3084
",1564376299
1581558499613,2500.006,4e:2f:8f:6e:47:7e,0.09301376342773438,"216
",1564377816
1581558499615,2500.008,66:0c:c8:bd:00:5a,0.07574653625488281,"2770
",1564378315
1581558499694,2300.008,52:de:13:f8:f8:95,0.0814828872680664,"3103
",1564377498
1581558499610,2500.004,1e:66:b9:14:a2:ac,0.09600949287414551,"3075
",1564378247
1581558499604,2500.004,86:71:61:fe:fd:56,0.08382391929626465,"1850
",1564378337
1581558499579,2500.01,72:e9:d4:17:91:32,0.08186483383178711,"1373
",1564378543
1581558499599,2500.01,f6:7c:32:75:97:80,0.08382225036621094,"527
",1564377980
1581558499614,2500.002,52:c8:a3:5a:59:53,0.0648813247680664,"141
",1564377406
1581558499687,2299.998,4e:a7:aa:f7:7b:fe,0.07149887084960938,"1945
",1564378327
1581558499706,2300.006,3e:b5:be:93:d1:ac,0.07614850997924805,"3083
",1564376863
1581558499722,2300.008,1e:ad:9c:72:bb:9a,0.08996820449829102,"3095
",1564377868
1581558499710,2299.998,22:b6:1a:18:89:e7,0.0637362003326416,"1032
",1564378365
1581558499625,2500.002,fe:b2:8d:c5:c6:fe,0.08118987083435059,"3074
",1564376179
1581558499611,2500.002,16:73:8d:1f:ab:8d,0.05485367774963379,"3101
",1564376176
1581558499605,2500.008,ee:b5:c4:77:1f:92,0.08837676048278809,"466
",1564378309
1581558499741,2300.008,6e:41:ab:59:0f:0c,0.0761880874633789,"3099
",1564377505
1581558499590,2500.002,da:35:a8:26:8b:6f,0.07390666007995605,"1017
",1564378072
1581558499617,2500.012,2e:9d:de:e9:16:60,0.07094478607177734,"215
",1564377529
1581558499604,2500.014,5a:ef:3a:cd:5b:93,0.08021259307861328,"674
",1564377788
1581558499589,2500.01,ae:53:a8:e5:0a:2d,0.07874822616577148,"532
",1564377680
1581558499688,2299.998,86:d7:83:3e:16:4d,0.07215571403503418,"1870
",1564378348
1581558499718,2500.012,72:52:3b:07:d0:e0,0.07948780059814453,"3087
",1564377261
1581558500454,2499.998,c2:44:e3:9e:66:9a,0.06678175926208496,"1292
",1564378511
1581558500480,2500.002,da:9b:61:2e:42:02,0.0913686752319336,"3074
",1564377422
1581558500495,2500.01,a6:e5:8b:0e:95:c7,0.09047842025756836,"395
",1564378032
1581558500569,2299.998,a6:a1:c7:f2:26:b1,0.06426334381103516,"829
",1564378368
