Logs,GUID,Predecessors,Boot ID,MAC Address,Phase 3,Phase 2,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error,Base Sample,Bit-1 Sample,Bit-0 Sample,Warm Start
out/09-22-22-40/log,09-22-22-40-41,09-22-22-34-12,2a8761b0-9ba1-4557-bfdd-4bde5756bb1d,4A:24:0F:01:47:EE,41,41,41,3,2020-09-23 05:40:34,2020-09-23 05:42:04,41,f834d300-e455-43fe-9d55-f2a4575d7164,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-89,09-22-22-34-81,1bd4ff3a-f8f2-45fa-9c71-bdee5a93ec45,0A:AF:FA:E7:F9:C5,89,89,89,3,2020-09-23 05:41:08,2020-09-23 05:42:04,89,685a5704-bf0c-4c5f-96b2-4b1b2842103c,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-100,09-22-22-34-80,20a1006a-658c-4d24-8110-71fba5686782,12:9F:9E:AA:A9:CA,100,100,100,3,2020-09-23 05:41:16,2020-09-23 05:42:04,100,9ec199f7-eb84-4f0f-9140-c8ae4e25217b,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-70,09-22-22-34-13,c4d9d7b8-0d61-4f87-a16c-490f70b5447a,02:6C:8B:DB:0E:0A,70,70,70,3,2020-09-23 05:40:54,2020-09-23 05:42:04,70,1509c6f9-dd4d-477b-a7f8-9b8f4a3c5590,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-72,09-22-22-34-67,9d2f80f1-0d0d-409a-a5be-6a026a8db638,DE:CF:47:2F:16:7E,72,72,72,3,2020-09-23 05:40:56,2020-09-23 05:42:04,72,c983bca2-eafe-45b9-b075-65b5aa541944,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-43,09-22-22-34-3,74d78fd1-0e0b-4650-beab-faf036a1dfc5,72:8B:2F:33:2F:E1,43,43,43,3,2020-09-23 05:40:35,2020-09-23 05:42:04,43,d523b636-a41e-4b48-a58d-86048abcfcc6,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-9,09-22-22-34-1,69cff18f-692d-43e7-ae03-6c08255687aa,6E:F2:B1:18:B9:B3,9,9,9,3,2020-09-23 05:40:11,2020-09-23 05:42:04,9,27c79e44-ffad-4454-aaf6-22a214c0d4a0,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-40,09-22-22-34-79,86fbe74c-2edb-49bf-8621-e4540ae20c71,3A:30:A5:AA:3A:22,86,86,86,3,2020-09-23 05:40:33,2020-09-23 05:42:04,40,2b9afd49-dede-4c0b-8312-c67cbe2f0720,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-3,09-22-22-34-100,74d331e2-a0a0-4aa9-b573-8789d4adfd19,BA:C6:7F:B0:21:E0,3,3,3,3,2020-09-23 05:40:06,2020-09-23 05:42:04,3,a5b446c3-56c5-442c-b7f1-d3430371a955,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-76,09-22-22-34-26,0789dbbe-4d92-49b3-9c71-5eb4b7f9c8e6,5E:32:54:88:F9:A9,76,76,76,3,2020-09-23 05:40:59,2020-09-23 05:42:04,76,14dc593b-b1da-4354-afe3-3fb05de4f3a2,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-79,09-22-22-34-86,006ed4a3-9bf6-4e16-a7ac-ee73c91566f5,26:14:FD:1E:E6:A3,92,92,92,3,2020-09-23 05:41:01,2020-09-23 05:42:04,79,65391c7e-28f3-4f5e-b95f-a44d475bb30d,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-38,09-22-22-34-41,2b419039-fa15-49c4-8d6f-06fcb03728f9,46:FB:26:81:76:34,60,60,60,3,2020-09-23 05:40:32,2020-09-23 05:42:04,38,588d0960-e75b-482e-b659-41723527e244,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-50,09-22-22-34-33,e7e9e036-be04-4a95-8aa2-5eef83b9520a,56:6D:70:B9:9A:CC,50,50,50,3,2020-09-23 05:40:40,2020-09-23 05:42:04,50,6d0e6578-2307-46c2-88b8-bd462f9c8b1a,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-69,09-22-22-34-22,5d05c0aa-ff28-49b5-9d46-5ce0bd1154a4,9A:2D:88:4E:4E:A6,69,69,69,3,2020-09-23 05:40:54,2020-09-23 05:42:04,69,2d4de7ad-a614-49e1-a00e-d300d687b6e8,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-45,09-22-22-34-46,2f6f0ccf-82e3-47d0-9cd5-d3d3bad04cac,82:89:B8:D3:C9:51,61,61,61,3,2020-09-23 05:40:37,2020-09-23 05:42:04,45,44048c34-dd93-4a0d-88f6-0f580967dba2,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-4,09-22-22-34-54,60a10fd1-8275-49e4-af25-2704437f2d00,52:25:B1:53:F4:04,85,85,85,3,2020-09-23 05:40:07,2020-09-23 05:42:04,4,be25f1e8-e679-4e7d-8e73-31a66c741c3d,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-85,09-22-22-34-68,6e8287e3-a918-4193-ad6b-4fc3b7f310b5,36:BE:A2:E4:0E:22,85,85,85,3,2020-09-23 05:41:05,2020-09-23 05:42:04,85,df31d6e7-222e-4136-835e-6f72df83ad7b,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-77,09-22-22-34-16,3f333cde-a278-49ce-b75a-35dfbcc7f5dd,FE:C9:54:22:85:BD,96,96,96,3,2020-09-23 05:40:59,2020-09-23 05:42:04,77,ac226c1e-f0d2-4a01-b7ad-4c713c04ab6a,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-47,09-22-22-34-91,f56470c8-595d-4892-b513-43029cf1987f,DE:DD:7C:3C:DE:00,47,47,47,3,2020-09-23 05:40:38,2020-09-23 05:42:04,47,146ed46b-a9be-4737-8b98-83046c1c4888,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-52,09-22-22-34-37,08245e69-fc01-4340-9ed5-8d8c75c82bec,C2:82:7C:EF:DB:47,52,52,52,3,2020-09-23 05:40:42,2020-09-23 05:42:04,52,cfa3e895-5060-476e-b91e-51dc9e80c95a,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-17,09-22-22-34-5,53dba39d-35b4-4bdc-9129-1431d7227f2f,6E:B4:8A:8D:50:43,17,17,17,3,2020-09-23 05:40:16,2020-09-23 05:42:04,17,9768fed1-348b-4166-b90a-2f3e60b37b5a,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-82,09-22-22-34-40,8f398b38-b907-4c83-b518-9aae46cb14d6,FA:EA:7E:5C:FC:90,82,82,82,3,2020-09-23 05:41:03,2020-09-23 05:42:04,82,0b155db7-20f7-47f1-b217-361d26a3f06d,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-95,09-22-22-34-50,49764599-474f-496b-adc1-0111c46a86bd,7A:7B:85:7F:9D:5B,95,95,95,3,2020-09-23 05:41:12,2020-09-23 05:42:04,95,150676f3-a044-4290-a71b-dc1f9c60955c,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-59,09-22-22-34-70,d448e23d-4b4f-4299-b6e1-16f2194c197c,DA:58:C6:1C:0D:66,59,59,59,3,2020-09-23 05:40:47,2020-09-23 05:42:04,59,6515d5ff-1277-4b60-942b-ad5ee166c8b9,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-15,09-22-22-34-69,3a34fc73-6b33-4b6e-9ecc-a71a1908d003,4E:63:C4:96:41:2E,15,15,15,3,2020-09-23 05:40:15,2020-09-23 05:42:04,15,3c37fdc7-5469-4882-a780-39652e80c39c,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-32,09-22-22-34-93,8c1b8da0-bad8-4895-9bc4-7484e5ce9f5f,96:BC:85:FD:FC:CB,32,32,32,3,2020-09-23 05:40:27,2020-09-23 05:42:04,32,c45d3745-f08f-4a42-b7ee-7ff473b3cdf4,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-31,09-22-22-34-58,5c1e272a-cfbd-4182-8336-811139166d58,5E:9F:97:07:5C:E6,31,31,31,3,2020-09-23 05:40:26,2020-09-23 05:42:04,31,08c067d2-e64e-4ad5-8a54-1f12355d57b5,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-96,09-22-22-34-38,386517cf-ea2c-4a30-bcab-19587820f036,9E:98:85:52:0F:B1,96,96,96,3,2020-09-23 05:41:13,2020-09-23 05:42:04,96,b49cb58c-4004-4e02-8002-41124155d124,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-81,09-22-22-34-95,61ac0a78-37ac-4ee9-889c-076140bcd08d,96:B3:F8:42:E8:AE,81,81,81,3,2020-09-23 05:41:02,2020-09-23 05:42:04,81,43ef8f84-840e-4ef4-bbc7-28c49364d032,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-33,09-22-22-34-53,e655345e-6726-45a0-811e-c882765e41c6,22:1A:9E:3B:49:E9,33,33,33,3,2020-09-23 05:40:28,2020-09-23 05:42:04,33,91ff35a5-3af1-4646-8d11-9b7dfb02d6a6,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-42,09-22-22-34-43,fc5ff881-2a10-45d5-95fe-7019d18b7ca7,8A:DD:45:B1:4C:9F,42,42,42,3,2020-09-23 05:40:34,2020-09-23 05:42:04,42,bf11a65a-61e9-4e93-bb1c-338113d5131d,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-22,09-22-22-34-35,eaeb5e69-38d8-4049-ac82-66b8e0d5b6b7,2A:CC:A9:78:56:C1,22,22,22,3,2020-09-23 05:40:20,2020-09-23 05:42:04,22,128d4eb4-e4a7-4f9f-86f8-6f0ee492580e,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-73,09-22-22-34-76,6c97bff4-6a56-4ed8-a1bd-0bd278f5c0a0,76:03:52:A8:3B:17,73,73,73,3,2020-09-23 05:40:57,2020-09-23 05:42:04,73,f9030688-e36d-4d87-9500-5ce90ab2b52c,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-18,09-22-22-34-71,ca672f60-fc85-4b2c-a81e-7d595fea37ad,96:88:87:4A:AE:69,18,18,18,3,2020-09-23 05:40:17,2020-09-23 05:42:04,18,891219eb-2817-4a79-81b9-4a2877d521fd,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-49,09-22-22-34-55,d94253dc-a1a9-4fce-9632-71b0d5300c0e,56:49:50:C8:68:3D,49,49,49,3,2020-09-23 05:40:39,2020-09-23 05:42:04,49,c3f72066-47dc-46e7-a3b7-fea4f61ac076,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-51,09-22-22-34-49,4ea222a0-a130-4041-83ed-e735452c9db5,FA:10:67:A5:E9:A1,51,51,51,3,2020-09-23 05:40:41,2020-09-23 05:42:04,51,cc83a60e-80a4-405c-bfb8-2a2766ec181a,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-99,09-22-22-34-78,82ff662c-76f1-4025-89a2-960b2530e2c7,46:92:0B:FD:C4:63,99,99,99,3,2020-09-23 05:41:15,2020-09-23 05:42:04,99,aff07868-382a-4d33-9dff-a5377064bbb7,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-44,09-22-22-34-89,b407cc38-4dd9-4a5f-8586-5ef9cae4b74f,5A:41:C1:C9:5C:73,59,59,59,3,2020-09-23 05:40:36,2020-09-23 05:42:04,44,890671ea-188c-41f5-b337-a37de8d65940,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-13,09-22-22-34-44,e5fc431e-d879-4299-8887-466613b408a9,96:8D:3A:40:91:DE,34,34,34,3,2020-09-23 05:40:13,2020-09-23 05:42:04,13,7a085789-33e6-48f6-88f7-1616c05c133c,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-67,09-22-22-34-60,bfdcd3f2-49df-4018-803c-4832c0bd7392,DA:A1:65:C0:72:9C,67,67,67,3,2020-09-23 05:40:52,2020-09-23 05:42:04,67,88e18042-dcf9-4de8-874f-4da894d08351,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-64,09-22-22-34-96,086c9486-3e1b-4d86-b5af-635cb5c5b97b,76:E4:CC:B5:AB:72,89,89,89,3,2020-09-23 05:40:50,2020-09-23 05:42:04,64,3846906c-dd91-4fb7-a910-77d97f33112b,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-88,09-22-22-34-34,a22b5d55-f19a-4702-ae1b-7b44c96c9486,16:D7:C1:77:97:56,93,93,93,3,2020-09-23 05:41:07,2020-09-23 05:42:04,88,b2d7e2a4-bd3d-4cd3-93b3-935e3e4c8099,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-25,09-22-22-34-77,0cd117d4-ed11-40e8-9f13-27d9bcb32b58,DE:1F:A2:35:00:DB,25,25,25,3,2020-09-23 05:40:22,2020-09-23 05:42:04,25,136fe6ea-caf3-4806-87a3-6a9babd06fe6,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-74,09-22-22-34-8,5027a10e-a302-4161-87c2-2d152999d289,42:99:B1:57:F7:0B,74,74,74,3,2020-09-23 05:40:57,2020-09-23 05:42:04,74,783b05f4-f8ad-418a-a01d-8810e43085ef,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-8,09-22-22-34-75,fe748be8-7411-4654-b270-ce9fdb772e27,9E:29:27:1B:C5:6E,8,8,8,3,2020-09-23 05:40:10,2020-09-23 05:42:04,8,f1b64ea2-2758-4b3f-b48f-cb827626ccdf,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-92,09-22-22-34-19,b65a36ff-7895-48af-919b-a92895e0524a,1E:A2:33:E9:E4:8F,92,92,92,3,2020-09-23 05:41:10,2020-09-23 05:42:04,92,88211c3e-8aa6-46ea-98a1-395190cc8ca3,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-20,09-22-22-34-72,3afa0406-8742-431c-84cb-7ec4114e5312,6A:74:3A:C7:4C:2B,20,20,20,3,2020-09-23 05:40:18,2020-09-23 05:42:04,20,6c6ee0b9-da51-450c-9e2a-a154de3596e0,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-86,09-22-22-34-31,cdacd4c9-1c8c-40a4-b46d-30ffbb2d47ee,3A:55:C4:57:A2:68,86,86,86,3,2020-09-23 05:41:06,2020-09-23 05:42:04,86,f227b165-2b87-4675-8dab-5deb742c22da,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-91,09-22-22-34-66,b6cfdf81-d31a-48af-9398-60beb22ba27e,56:22:31:72:7E:7B,91,91,91,3,2020-09-23 05:41:10,2020-09-23 05:42:04,91,0d459701-e527-4919-b6eb-936e0bcbd15b,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-66,09-22-22-34-25,21cdd408-f520-45a5-af83-306a85ed5f63,0A:13:CE:7F:28:DF,66,66,66,3,2020-09-23 05:40:52,2020-09-23 05:42:04,66,2a6e2414-c320-4aca-8c29-5fa402707294,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-63,09-22-22-34-97,ec291f23-98f7-4786-b84a-fb7331a227b6,2E:25:98:A2:30:5B,63,63,63,3,2020-09-23 05:40:49,2020-09-23 05:42:04,63,8cc4cd0f-8239-4af3-afab-bf5569b249f4,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-36,09-22-22-34-42,40a68c39-f9b1-4435-9c09-fe57a9c487e8,D2:74:8A:D8:98:FB,36,36,36,3,2020-09-23 05:40:30,2020-09-23 05:42:04,36,7a41e57c-2881-4b25-8f22-0902aaf5e2a0,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-24,09-22-22-34-74,d86416ab-53bb-42b6-bc4e-f22cd3e6dc9d,FE:03:81:2C:57:C1,100,100,100,3,2020-09-23 05:40:21,2020-09-23 05:42:04,24,bd3a55ea-3141-4e99-a295-977372634cce,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-60,09-22-22-34-10,78af51e8-45d0-43af-a29a-cf3b9a11c067,4E:87:2E:8C:BF:E7,60,60,60,3,2020-09-23 05:40:47,2020-09-23 05:42:04,60,6b26428d-3373-4396-8714-2d25f64ffc2d,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-87,09-22-22-34-92,810d2ade-ca0d-4837-a9da-2be0b650c648,6E:57:28:DB:B6:75,87,87,87,3,2020-09-23 05:41:07,2020-09-23 05:42:04,87,0b83064f-479b-4cb2-89f2-80614e834cda,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-54,09-22-22-34-82,988251d3-68af-478c-b26b-7bcd89a1f8eb,96:26:4D:5F:C8:F8,54,54,54,3,2020-09-23 05:40:43,2020-09-23 05:42:04,54,52d9164a-9041-4204-9992-c08ba6f6d76b,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-68,09-22-22-34-87,5ddce328-33b0-456f-bd0c-93620b605f9d,6E:A1:09:9D:75:56,68,68,68,3,2020-09-23 05:40:53,2020-09-23 05:42:04,68,5ac8870b-0709-48fe-a7f5-c094169fe127,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-23,09-22-22-34-18,329fd22c-00ed-45d9-9942-a34e07563b5b,2A:56:87:F3:3E:3D,23,23,23,3,2020-09-23 05:40:21,2020-09-23 05:42:04,23,0601b0d2-b158-4b9d-8410-403b97898490,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-55,09-22-22-34-84,9c9dc7e5-3d01-4536-b413-ce1bab8c3a82,3A:0F:9C:EA:B7:75,55,55,55,3,2020-09-23 05:40:44,2020-09-23 05:42:04,55,ebed0adf-7e20-495f-bc98-86ca039b7789,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-5,09-22-22-34-56,6820e180-6308-4e30-9915-2dc2e8d654bc,92:E3:E2:01:45:EF,54,54,54,3,2020-09-23 05:40:08,2020-09-23 05:42:04,5,82419844-9548-4d17-ab18-c5707d13ba15,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-71,09-22-22-34-62,2b7dfbed-e1a0-4f81-87b5-d5410059bba0,1E:55:42:D5:D0:75,71,71,71,3,2020-09-23 05:40:55,2020-09-23 05:42:04,71,c3508cd1-53dc-4f50-be2f-4c931d545d1f,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-30,09-22-22-34-65,e7d63102-d40e-45bc-89a3-18dad0e07bf0,86:FE:97:28:DC:6B,30,30,30,3,2020-09-23 05:40:26,2020-09-23 05:42:04,30,31439b38-3aa8-4066-84ef-34e08dcc6c60,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-62,09-22-22-34-4,c00a79b7-26c0-4cfa-bc5c-55a378203d9f,42:E9:C2:EE:40:69,87,87,87,3,2020-09-23 05:40:49,2020-09-23 05:42:04,62,48b26a8b-d8a2-4f10-834d-12bd75129b7c,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-97,09-22-22-34-88,880be8f7-508d-4039-ab0a-ef3600ab95ca,EE:A5:41:BA:88:E7,97,97,97,3,2020-09-23 05:41:14,2020-09-23 05:42:04,97,8bd8c7f3-2ab4-4f57-bc00-4a77fc63d365,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-46,09-22-22-34-98,e7a41edd-f070-4dc2-8325-36829f223a49,02:91:42:B8:8C:B9,46,46,46,3,2020-09-23 05:40:37,2020-09-23 05:42:04,46,a622fe6d-e2cc-4211-a11e-dc70fc2d98de,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-11,09-22-22-34-15,49e08337-40a1-4e47-86b3-782b884c586e,82:A9:F9:80:F3:87,50,50,50,3,2020-09-23 05:40:12,2020-09-23 05:42:04,11,57c5d3ae-d2f7-44ec-b7b7-01406fd01849,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-94,09-22-22-34-64,b278067e-018c-4820-b148-1b47ea2a12a1,E2:F3:11:BD:72:B0,94,94,94,3,2020-09-23 05:41:12,2020-09-23 05:42:04,94,26185a8d-0c29-4c69-8328-f4fa7a8cee1c,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-14,09-22-22-34-47,07157cd7-51e9-4936-a8f8-df495bef1185,8A:AF:30:DD:90:F8,14,14,14,3,2020-09-23 05:40:14,2020-09-23 05:42:04,14,7241d3cd-e2a6-40f3-9216-1fda825fb0e9,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-39,09-22-22-34-20,82c37802-c79d-483c-9dea-f535f9aa296d,8E:05:ED:AE:F6:3C,39,39,39,3,2020-09-23 05:40:32,2020-09-23 05:42:04,39,b0180ab9-56be-4346-97d3-e493798cb89b,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-57,09-22-22-34-2,036cb065-57a0-4677-9507-1d49d3e68743,06:D7:8C:AD:8A:DF,60,60,60,3,2020-09-23 05:40:45,2020-09-23 05:42:04,57,682b67fb-9001-4b7e-a938-70282024eb8b,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-90,09-22-22-34-30,9d74a054-18ad-437f-9dae-8df19d0f4a64,B2:1A:76:63:96:C8,95,95,95,3,2020-09-23 05:41:09,2020-09-23 05:42:04,90,a1f9986a-93a8-44ff-b1b4-098c0c5aaf16,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-48,09-22-22-34-99,1fef2a12-22a6-4b4f-b9c7-4ecbd6e7c4b6,CE:27:29:59:3B:5E,48,48,48,3,2020-09-23 05:40:39,2020-09-23 05:42:04,48,314edad0-8e40-4223-a69a-0bac9e6c8b60,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-84,09-22-22-34-27,659b845b-cbcf-4ff4-88df-e03ba66bd4b7,DE:5C:B7:73:04:7C,84,84,84,3,2020-09-23 05:41:04,2020-09-23 05:42:04,84,32cb9b87-fc75-46b0-a710-c6075c9cbe5b,1,,-,-,-,Yes
out/09-22-22-40/log,09-22-22-40-1,09-22-22-34-48,c05e020d-4cdd-47ac-84c3-62dc5b054b2a,A2:5E:1E:01:DD:26,1,1,1,3,2020-09-23 05:40:05,2020-09-23 05:42:04,1,512c3b64-ad6e-4a6e-ab1c-7d83b33e656e,1,,-,-,-,Yes
