Start Time,UP Time,Boot Time,Frequency,Interface,IP Address,MAC Address,Exec Time
1575607887980,50.30,2019-12-06 04:50:37,2000.168,eth2,169.254.8.1,0f:69:62:4a:09:86,48.899006366729736
1575607886611,49.18,2019-12-06 04:50:37,2000.158,lo,127.0.0.1,85:f6:48:87:6d:9d,50.54132390022278
1575607888479,50.93,2019-12-06 04:50:37,2000.159,lo,127.0.0.1,5b:33:1b:99:82:f2,48.710519790649414
1575607889022,51.01,2019-12-06 04:50:37,2000.156,eth0,192.168.1.1,89:e7:96:03:7e:c7,48.52588367462158
1575607888972,50.97,2019-12-06 04:50:37,2000.168,eth2,169.254.8.1,81:83:d7:ff:9f:2e,48.63808798789978
1575607888972,51.28,2019-12-06 04:50:37,2000.156,eth1,169.254.8.130,15:44:12:c6:db:9a,49.33745455741882
1575607887889,50.52,2019-12-06 04:50:37,2000.156,eth1,169.254.8.130,43:9d:b1:09:e8:0c,50.49053072929382
1575607888506,51.02,2019-12-06 04:50:37,2000.168,eth2,169.254.8.1,77:d6:3e:b8:f5:72,49.94326210021973
1575607890043,51.99,2019-12-06 04:50:37,2000.158,eth2,169.254.8.1,1d:19:33:e7:56:16,48.87680959701538
1575607890917,52.99,2019-12-06 04:50:37,2000.158,eth0,192.168.1.1,fd:6d:9d:47:54:76,48.98482942581177
