Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,First Iteration,Rdrand Latency,Rdrand Stdev,Contention Rdrand Latency,Contention Rdrand Stdev,Total Latency,Boot ID,Elapsed Time
1575937417906,2500.002,76:a6:a0:93:67:7c,90.00B,90.00B,5.609412670135498,2.8919315338134767e-05,0.0001591350773704044,2.5933980941772462e-05,8.611399494937202e-06,-2.9853343963623047e-06,72106dfd-89ab-4f8e-bef7-6f2ce3d86784,1558756954
1575937417950,2500.012,3a:1a:a0:c4:cc:72,90.00B,90.00B,5.572147607803345,2.5966024398803712e-05,5.457400661289773e-06,2.6217079162597657e-05,1.345552338541791e-05,2.5105476379394466e-07,aa4f3b85-b604-493b-9bf4-d4e89136dc32,1558757567
1575937417954,2500.004,ca:d9:76:f4:03:51,90.00B,90.00B,5.600949287414551,2.63089656829834e-05,7.706823733071666e-06,2.5670671463012694e-05,6.720536411852545e-06,-6.382942199707063e-07,5c3045bb-0a15-457f-8d07-894572ea3122,1558757607
1575937417945,2500.01,72:45:54:13:f5:9f,90.00B,180.00B,5.56511378288269,2.5553464889526368e-05,6.605076205858317e-06,2.563490867614746e-05,5.549804547559429e-06,8.144378662109367e-08,fa720dd6-6255-4ba0-9654-862caf4aeac6,1558757558
1575937417953,2500.012,12:42:4c:74:c5:b4,90.00B,90.00B,5.575594663619995,2.5821828842163084e-05,5.599335991503633e-06,2.6042270660400392e-05,6.435950482530389e-06,2.2044181823730762e-07,1f3acabc-e954-4268-a802-4d74c342c7e4,1558757561
1575937417959,2500.006,1a:57:57:8f:a9:76,90.00B,176.00B,5.569136381149292,2.5990819931030274e-05,7.077559290192699e-06,2.5598764419555664e-05,6.189164536859784e-06,-3.9205551147461045e-07,e12e2b58-d07d-4ca5-9146-b600b4f33f80,1558757236
1575937417952,2500.002,da:66:80:5f:38:e2,90.00B,90.00B,5.5955095291137695,2.8321647644042967e-05,0.00020789338382663558,2.536921501159668e-05,1.2547478387954532e-05,-2.9524326324462878e-06,2cc2b2c0-957d-4a35-8021-a83abb20ee16,1558757156
1575937417955,2500.002,1e:72:b6:26:67:f6,90.00B,90.00B,5.567595481872559,2.5429534912109375e-05,4.980127083870681e-06,2.5337743759155272e-05,6.248724894232535e-06,-9.179115295410278e-08,050e4a50-f14d-47bd-ab92-4ea2f63e20bb,1558757351
1575937417863,2500.008,16:26:0a:27:17:c4,90.00B,90.00B,5.5981011390686035,2.5998783111572267e-05,9.019674679379631e-06,2.6495599746704102e-05,3.277212669670203e-05,4.968166351318351e-07,bcdddb59-14ae-4234-ba0d-ccb7c99e58b7,1558757242
1575937417966,2500.012,42:41:1e:05:d4:2a,90.00B,90.00B,5.565765857696533,2.5139474868774414e-05,6.045959137201237e-06,2.563948631286621e-05,9.074714005723884e-06,5.000114440917971e-07,77ba29d9-9944-4b9c-a2cd-c4f63ab9536e,1558757257
