In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2500,1575669716002,2500.012,3e:df:2a:05:d8:9c,90.00B,90.00B,26.00235080718994,17.993592262268066
2500,1575669716038,2500.004,f6:a9:65:ce:f8:30,90.00B,90.00B,25.981391191482544,17.972654342651367
2500,1575669715998,2500.004,fa:7e:bb:a1:c1:4d,90.00B,90.00B,26.05432915687561,18.042970418930054
2500,1575669715967,2500.01,b6:62:9a:d7:da:ca,90.00B,90.00B,26.096747636795044,18.088011026382446
2500,1575669715979,2500.01,9a:1e:1c:18:23:96,176.00B,90.00B,26.094351768493652,18.08485746383667
2500,1575669715954,2500.012,b2:b3:92:c2:88:02,90.00B,90.00B,26.144116640090942,18.135419845581055
2500,1575669715988,2500.006,2e:86:33:5a:e7:a0,90.00B,90.00B,26.128076553344727,18.119354009628296
2500,1575669715951,2500.006,86:a4:7e:b1:e6:5c,90.00B,90.00B,26.17757272720337,18.168875455856323
2500,1575669716012,2500.01,d6:e6:97:c2:59:62,90.00B,90.00B,26.124218940734863,18.115422248840332
2500,1575669715960,2500.004,2e:ab:97:8d:29:c5,90.00B,90.00B,26.18637228012085,18.177614450454712
2500,1575669716020,2500.012,ae:67:54:25:97:96,90.00B,90.00B,26.128685474395752,18.1198992729187
2500,1575669716001,2500.012,ca:11:b9:59:22:e7,90.00B,90.00B,26.150538444519043,18.141796112060547
2500,1575669716008,2500.0,46:d5:a2:eb:c2:c2,90.00B,90.00B,26.147968530654907,18.13919448852539
2500,1575669716015,2500.012,96:40:c1:e4:5d:53,90.00B,90.00B,26.15116786956787,18.142377138137817
2500,1575669715954,2500.01,fa:24:c1:62:a0:59,90.00B,90.00B,26.21388578414917,18.20514225959778
2500,1575669715973,2500.004,a2:3b:4b:df:ff:92,90.00B,90.00B,26.195929288864136,18.18723201751709
2500,1575669716011,2500.012,fa:03:64:5b:6e:6c,90.00B,90.00B,26.16655158996582,18.15780758857727
2500,1575669716000,2500.004,96:00:11:b8:7b:b4,90.00B,180.00B,26.18730139732361,18.178571939468384
2500,1575669716007,2500.012,5e:ba:4c:61:f1:3e,90.00B,90.00B,26.18718385696411,18.178400993347168
2500,1575669715961,2500.006,fe:b9:9f:7c:75:9f,90.00B,90.00B,26.236902713775635,18.22819972038269
2500,1575669716000,2500.01,82:6f:98:23:6b:90,90.00B,180.00B,26.20344829559326,18.194766521453857
2500,1575669716024,2500.004,ae:54:19:4b:c0:3c,90.00B,90.00B,26.184449195861816,18.175703048706055
2500,1575669716025,2500.01,f2:ce:70:7c:29:9d,90.00B,90.00B,26.186488151550293,18.177769899368286
2500,1575669716026,2500.006,12:7d:80:27:76:b1,90.00B,90.00B,26.213260889053345,18.20437455177307
2500,1575669715996,2500.006,aa:35:40:84:54:bf,90.00B,90.00B,26.25437331199646,18.2456533908844
2500,1575669716017,2500.004,d6:7f:b1:ef:aa:73,90.00B,90.00B,26.23952007293701,18.230797290802002
2500,1575669715994,2500.006,aa:d2:6a:eb:bb:59,90.00B,90.00B,26.263989448547363,18.25521731376648
2500,1575669716015,2500.012,da:c9:32:e8:57:cf,90.00B,90.00B,26.249755144119263,18.241018056869507
2500,1575669716027,2500.006,be:de:1e:4c:13:49,90.00B,90.00B,26.27181363105774,18.263108015060425
2500,1575669716035,2500.006,5e:8e:29:2b:1d:c9,176.00B,90.00B,26.322472095489502,18.313780307769775
2500,1575669716039,2500.006,82:d5:ac:9e:02:27,90.00B,90.00B,26.414536952972412,18.405759811401367
2500,1575669715961,2500.002,72:bd:5c:c3:e1:d6,90.00B,90.00B,26.513667821884155,18.504956007003784
2500,1575669715982,2500.002,ee:4e:a6:49:85:86,90.00B,90.00B,26.509047031402588,18.500281810760498
2500,1575669716002,2500.002,8a:5f:b8:e9:ca:b5,90.00B,90.00B,26.487144947052002,18.47838854789734
2500,1575669716009,2500.01,b2:41:37:cd:d6:24,90.00B,90.00B,26.507436275482178,18.49868083000183
2500,1575669716011,2500.01,de:a2:f0:7e:eb:24,90.00B,90.00B,26.522258043289185,18.51347827911377
2500,1575669715997,2500.002,ae:44:ea:c1:94:c1,90.00B,90.00B,26.563410997390747,18.554596662521362
2500,1575669716042,2500.01,f2:37:53:51:03:13,90.00B,90.00B,26.52465295791626,18.515931606292725
2500,1575669716066,2500.002,e6:46:d5:9e:09:56,90.00B,90.00B,26.51736545562744,18.50860023498535
2500,1575669716800,2500.012,46:9f:5c:d9:5a:c4,176.00B,90.00B,26.168076515197754,18.159316778182983
2500,1575669715963,2500.01,3e:58:0e:e9:99:01,90.00B,90.00B,27.54502010345459,19.536298751831055
2500,1575669715984,2500.01,fe:96:79:b9:a3:12,90.00B,90.00B,27.539874792099,19.531142950057983
2500,1575669715989,2500.01,4a:29:25:81:f0:fd,90.00B,90.00B,27.540892124176025,19.532129526138306
2500,1575669716010,2500.01,be:69:c5:da:93:c0,180.00B,90.00B,27.540381908416748,19.531244039535522
2500,1575669716039,2500.01,6a:c1:b5:a2:01:08,90.00B,90.00B,27.534475803375244,19.525268077850342
2500,1575669716043,2500.01,76:cc:8c:cf:0b:ba,90.00B,90.00B,27.548012495040894,19.539299249649048
