Id,Sender,Receiver,Rate,Bits,Sent Data,Rcvd Data,Sender Erasures,Receiver Erasures,RErasures,SErasures,Errors,Error %,Ones,Ones %,Confidence
11,96,75,200,1000,0100010000100001000111010000000011000000001001000000001000000010000101001110100100100000000001000001000010110110010000000100100010001111010000010010000000000000110110000001001010100000000000101000010011000000000000101000000000000100000100000100001010000000000001000100000010000001010000000110000001001001101011111000000000100000010101100000000010100000010000001000010000000000000010001001001000011000101000001111000110100110110000000000000000101001000001000101001000000001000000010000000000000010001100000110000000000100110000100010000000010000010000000000000000000000001001010000000000101000000010010011000000000110000011000000010100011000000000010001100000000100000000011001000011000011001000101010100010000010101000000000000000101001000010000010001000100010000010000000001001000000000000001001000010000000010000000000000010001100000000000010000000000010000011100010100100000100000010000000100000100010010000010010000100001011000010000000000000000110000000000010000000001000000110100010000010000000,0110010000100011000111110000001011100000001001100000001000100000001101001110101100100010001001000011000010110110010000100010100010101101011100010010000000100010110110000011001010000010000000101010010011100010000000101010000000100110000100100100001010100000001001100100001010100001011000000110001001001011100011111000001000000010010101100010000010100000011000001000011000100000000010001011001000011010100000101111000110000110111000000010001000001011000001000111000000000011001000010000001000100000001000000110000000100110110000100010000000110000011000100000001000000010001001010010001000001010001010010011000000100100001011100000011100111000001000010011100000100110000000111001001011100011001000001010101010000010101000000010000000101011000010100010001000100000001110100001000001100010000000101001001010000010011000000010000010101100000000100010000000100010000011100010100100100100001010100000101000100000011000110010000100111011000010000010000000100110000000100010000000101000000110100000001010000010,,,4,231,128,12.8,212,21.2,39
12,64,14,200,1000,1000011010111001000100000100101011101100101100000010111101110101000100000011001000100010010000011000010110110000010011100010001000011110111101001011011011100001010100110110110011110001111011101011010010001101010100000001001101010110110001111001010101001011110001011011101000111000100001011110111001110110011010010010010111101011000110001000011011010000001110001000111011010001101010010000011010001101110110101011110101010110110101011010101110000010011000101010111000001011011100000100001100000111011010010010110110010100101000101001010011101010011000101001000100011101111011100111101101000001100000110111001010010101101111000011000010010100000100111101001000010011000111011001000110010100111001101000100100001000001111111011110010111100101010011000000101100110001111010010100001000011000011011110001010100100011110111110010101111010101101000100111100100110011001110000011001000110000100010111101110111010100111100000001001000100111111111001111100001110111001100110101001011111010011110100001110100011,1000111010011001100100001000100011101100100100001010111111010101100000001001101000101000010000011000110110011000010011000010101000011000110111001011101011001001010100010110110011110001101011101011110010001101100100001001000111010100110001111001010111001101110001011011101010111000100011011110110011110110111110010010110111101011000110001000110011010000101110001000110011010001100010011000010010001101100110101001100101010100110111011010101110001010110000101010111010001011111100001000101100001111010010011000110110010100101000101001110011101000011010001001100100011101100011100111101101001001100000011101001010010101100111001001000010010100100100011001100000011011000111011001100110010000111011101000110110001000001111111101110010111100101010011000000111100100001111010000100001001011000010011100001010000100011010111110010111011010101101001100111100100000010001010000110001001100010110010111101111010010100111100000101001001100110010001001111100001100111001100110101000011011010011111100001110101011,,,8,149,136,13.6,477,47.7,71
13,94,84,200,1000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0111111111110111111101111111011101111111011111110111111101110111111101110111111101110111111101001111101111110111111111101111111111110111111101111111011111110111111101111111011111111111111101111101111001111111111101111111111101111111111111110111111111111111111111111111011111111111111110111111111111110111111101111111111111111111111111111111111111011011111111111111011111111111101001000111111111110111111111110111111111111111011111111111011011110111111111111111111111110111111101111111011110111110111101111111111101111111011101111111111111111111011111111100111110111111011111110111111111110111111101111101011001110111111111110111111111111111001111110110111111110111111101110111111111111111011111001111111101101111111101111111111111110111111111100111111111111111011111110011111101111111011011100011111101111111011101001111011101111101011101101111111101110111111101111111011101111111011111111111111111110111111101111111011111111111111111110011111101010111111011110111111111110110110001111111011111110111,,,9,176,133,13.3,1000,100.0,86
14,72,43,200,1000,1000000000000000000000000000000000100000000000000000010000000000001100000100000000000011000000000100000010100001000000000000011000010000010000000000000000000001100000000000010000000000000000001000000000000000000100000000100000000001010001010000001000000000000000000100000000001000000000100000100000000000000000000000000000000000000000000010001000000000000000000100000000000001100000000000011010000000001000100000001000000000000000000000000010000000000000101000001000001100100000000000000000000000001000000010000000000101001000110000000000000000000000110000000000000000000000000001000000000001000100000001001010000001000000010000000000000000000000000000010000010001000000000000000001001000000000000000000000000010000000000000000000001110000000010001000100000010000000000000000000000000000000001000000000001000100100000000000010000110001000010010000000000000000010000000000010100110000010000110000100000000001011000010000000100000000000100000010000000000000000000000010000000000000000000000000000000000,1100000001000000010001000000010001100000010001000000010000000100011100000100000001000011010001000100000011100001010000000100011000010100010000000100000001000001110001000000010001000000010000001100010001000100000101000100100001000001010001010000011000000100000000000100000001001100000001100100100001000000000000000000010001000000010000000110011000000100010000000100000001000001100001000100001011000000011000100100011000000100010000000100000011000100000001101100001001001100100000000100010001000100011000000110000001000101001001110000010001000000010001110000011010000000010010100001000001000101000101000101001011000101000000010100010000000100000001100000010000010001000001000000010001001100010000000100000001000110000001000100110000001110000001010001010100000110000001000000010000000000010000001100000001001100100101000100000011000010011000010110010000000100010010000100000011100100000011000110000101000000011011000010010000100100010000100100010001000000010001000000010001000000010000000100010000000100,,,1,156,136,13.6,106,10.6,-28
15,87,49,200,1000,1000101001010000101000010100001000100000001001000101111001010111011010010001111010001100111111000110111011100100011010101100001001100000000111001100101000100110001010000111110010101011011001100100000100001100011101010001000010001011001111001100010010100000010010010010110101010100100010000010000011010101000110010110100001111111010100111111000110110000100101000001011110110000101100000101010100000001010101111110101010000010100000011000000110010100000000010100000001011100100000100100100010010110001110001111000011100000111110010010001000000000111000000011100000011011010010110011001101001101010110111101010000000111001001101000001011110100001011100000000101101111001101011001111101100000011100110010010110010000001001001001011010101011000001100011100000001011111111001100001000010011010101000000110101101111011111010010100010000000001010000110000101100100001011001101001010001100000011110101100100001010000011000101000111100111000101001011011000110011001101101010111100000011101000100100000110000010,0000101001110000101000100100001000100010001001100101111001010111011010110001110010101100111011000110111011000110011010101110001001000010001111001110101000100110001010100111110010101010011001100100001100001100011101110001001010001010001111101100011010000010000010110010110101010110100010100010001011110101001110010110101001111111010100111111000110110000101001000011011110100010101100100101011100000011010111010110100010000010100000101000000110010110000000110100001001011110100000100110100010110110001010001101000011100010111110010010001000100010111000100001001000011010010010100011001101001111010100110001010000100101000001101010001011100100001011100010001101001111001000011001111101100010010100110010011010011000001001001010001010101001000001100011100000101001111111101100001000010011010101000010110101101111011111010010100010000010001010000110000101100110001011101111000010101100001011110101101100101000001011000110000111000110000101001010010000110010001101101010111100100011101000100100001010000010,,,23,118,114,11.4,417,41.7,72
16,79,31,200,1000,1111101011111110101011011111001110010111011111100001101111111110111111110101011111111111111011010010111111110011111111001111111101011110011011111101010110111110111010011111011110011010111011001101001111111011011100111110111111111001111011111101111011111101001101010011110101111101110101100111010010111111111101010111000111110111101110111111011111110101111110110101010110111011010001111011000010011011001101001011111111111100110111111001001101111110000111111110011101001111011100100111100011111101001111001101111110111111111111111111101111001100101111110111111101011111111101111111111101111101010001111101101000111111110100111101011111111111111110001011011110110101001111111011011100100111101101101110000111111001111111101111010100111111111111001101100100111101101011110001011101101001010010110111110100111111011111111100111111011101111000101111110111001110001101011111111011100101100101101011101010101101111111111111010111101011011011110000011111111101111111001100111111111111001010111111101011110101,1101100011111100101010011101001110011001011111000001111111011110110111111001011111011001111011011000101111010011100111001001110101011100011011110100010110011100111010011101110110011000111010001101000111111001110100111100110111111001110010111101111011011101001111011011110111111101110101001111100000111101111101010111000111110101101110011101011111010101110110011101010110111001010001111011100010011001100111001001101111011100110111111001100101111100000111011110010101001111010110000111100011011001000011001101111110011111110110011111100110001100100111011111110110011101111110011101111111011101010010111101101010011111110110011101110111111101111110001001111110111001011111011001111100000111100111001010000111011001110111101101110100111101101111001101100100011001100010010001110101101001110010011001110110011101011110011100110110011101111010001111110111001100101111011111110010100101100101001001101010001001110111111001110111001011100011111000010111111101111110001100101111011111100010011111100011010101,,,11,127,177,17.7,712,71.2,75
17,81,65,200,1000,1100101010001001011110001101110000111111000000101100100001110000010000101010000000011111000000011010010011111011010101000111110100100100001000101000001110001011000100100001001101011100110000010000010111001011110011101011010001111101011011100011110011110001110010110011110100101110010010101110000000010000010100111001010011011110111100000000000011011100101011001001001011101111101101011100001001101001101110011011011111000010001010110000010100010011111101001100101100001100111100001110010101011001001010000101001000001101011111010011000000000100011100101000001011111111100011110000101011011110100000000101010001010111110011101110100111011101101100010010111100110100011101111010111011010100001110101000110001110010101110110110010100010000011111101001001110010100101101111101100000110001110101100100110011101000001010000010001011100001111000010011011000101000100000000110110010110000110011110011110111101000011001010110111110101010100001000110111011000111011110001011110011001101000000001111011100110111,1000101011001001011111001001110001111011010001101000110001110000010001101010010001011111010001011010010011111011010101000111110101100100011000101100011110001111010100100101011100011100110000010100010111001111110010101111010000111101011010100111110010110101110010110111110100101110010010001110010000010100010100111101010010011110101101000100000011011100101011001101001011101011111101011000011001101001111110011111011111000010011010110100010100010111111100001100111100001100111100001110010100011101011010000101011000001101011110010101000001011110010100111000001011111111110011110100111010011110100001001001010001010011110011101010110111011001111101010010111100110100011100111110111011010100011110101100100001110110101111110010010100010000011111101101001111010100110101111001110001110001110101100000110011101000011010000110011011100101100001010111011001101100100001000110100011110100110011110011110111101000011001010110111110101110100001000110111011000111001111001111100011001001010001001111011001110001,,,2,125,122,12.2,483,48.3,74
18,98,48,200,1000,0010010010111111011101000010001000000010000000101010011110110111100101000000000000111000000111111000100111001000001000110110101101110010100001101001110110100000010010110100010001110010000010100001001111001100010001000101011000110011001111100101110100101000101100111000001101010000011001011010100001000000001110001111001000010100010001111101101000010110111011101000101010000100001011111110000011000100100000001010110001000111101100000010010110001010001010011000010101010110111100101001110000001001101000000010000011100110111010010110000000011010101000111001000000001001110000001001000010101000001010100001111010111000110010001001000110000011100010000000100001100111000001010001011011000001001011010011100000100110100110100100000101000000010000000000100000000010010100010011110001010011001000100000000111100101110000111000111011000001110001100001010100011011001001000101000100100100001010010001111000001010000000000011101000001110110001000010111001111110110000101111100101100101000010001100010100000111,0010010010110111011101000010001000100010000000100010011100110111100101100000001000111000001111110010100111101010001000110110001101110010100001101011110110100001011000110110010001100010000010100011001101001110011001000111011000110011001111100111110100101010101100111010001001010010011001110010101001100000001100001111001000010110010001111111001000110110111011101010101000000110001011110110000011100110100000101010010001100111101100000010010110001010001010010010011101010110111100110001111000001000101000100010001011100110101010010110001000010010101000111001001000000011111000001010000110100010001010100010111000111010110000001011000100100011001010000010001001100111000001110011011111000011001011110011000000100110100110100100001001000010010000100000101000100010011100010011110001110011001000100010001111100111110000110000111001100001111001100010010100010001001001100101001100100100001010110001111000101010000000100011101000101110111001100110111001111110111000101111001101100111001000001110010100100111,,,5,76,122,12.2,396,39.6,69
19,62,15,200,1000,0100000100110000000000000101000000000000001000100011000010001010001000000000000110100000000000011001000000000001010100000000010010001000001000001000000000000001010000000001000000000000100000000110001000010010101011010010010010000000000000000000000100001001000010000000010000000000000010111101000000000000100000000100101110000011010000000000010000000100000000100010001100011010000000100000001001000000000001100000100000010000000000000001000001001010001010000000000011001000000110000000000011001001000010100001000000011001001010000000000000001000000000100001000000110001000101000000110100000010010000000000010010000000000000101100000011000000000101010000000000101000000100000100100010100000000000100101000100000000000000001010010001100110100000000000000010100000010001000110000000000000000000000000000000000000001100000001010001001000110000000001000010100001100100110000000001000001000000011000000000000001010000000000001000011000010001001000100010000010000000000000001000000000001010000001100000100000,0101000100110001000000010101000000010000001100110011000110011010001100000001000110100001000100011001000100000001010100010001010010001010001100001000000100010001010100010001000100010000100000010111000000010010101111010010010110000001000000000001000100001001000010010000010100010000000110111101000100000001100000010101101110010011010100000000010100010100000100100011001100011010000100100000001101000001000101100001100000010001000000010001000001011011001010010000000111011000000110000001000000011001000010110001000100011001001110000001000000011001000000110001000100110001000101000001110100000011010100000001010010010001000000011100000111000001000100010001000100101001000100010101100010110000000100100101000100000001000000011011010001110100100100010000000110100001010101000111000100000001000100000001000000010000111101000001010101001001110000010001000010110001100100101000000101010000000100011001000100000001010100000001001000011000010101001001100110000011000000010000001100010000001110000001100000110000,,,0,155,128,12.8,189,18.9,32
20,39,8,200,1000,1100000100110101000101110011111110111101000000100010100110101111101101000011010101111101011110101011111100101111010011110011001111110010001110111111100111011111111100100111001111101010001110100010000010000111001111001101011011011011011011110111111011010111100000111011010111000111111100110111110111010111011110011101011010111111100101111100101101011101111111101101111011001001011101110111001001110110000111110010110011111111010001001110100101100001100011111111011100000010110111000101010111001111111110110011111100100101001111011101101100111010110101101010101110110010001010011110100000110011010001011111010101110010001011110001011001110110110101100001111010111111101010111101010010111111101000100010011111101100111100010111101000101011001111001111010011101111111000111000001110011000011101111001110100100010011000001111101011001111010001001011110111100111001101100110111011001100111111101011101110100011100001011110100101010001000100111001101001100100101100001111111001001001111100110001111011010111,1111001100100111000101110011111110101111001000100010100010101111101101000011010101111100011110101011111100101111010011100011001011110010001110111110101111001111111100100110001011101010001110100010001010100111001011001100011011001010011011100110011011000110100000111011010111100110111100100111110011010111011010111101011010101111100001111100101001001101111011101101111010101000011101110110001001110110000011110010110011101110011001001110101101100011100011101111011000000010111111010101011011001111111010110010011100100101001111001110101100111010111101101010101110100010001010111110101000100010010100011111010101100010001011110001011001100110110101100011111010111111101010111100011010101111101000100010011011101110111000110110001000101011001011001110010011101111111000101010001010111000011101101000110100100010011000001110101011101111010001101010111011100110001101100110111011101100111011101010101110100010101001111110101101010011000100111001101001100110101000101110111001101011111100110001111011010110,,,9,78,111,11.1,590,59.0,81
21,30,19,200,1000,0111011101010111101111110111111111111001111111001011110111100011011111111011110111100111111000100011101101111111011110000001011011001111111101100011111011110111111111110110000001101000101111110000101110110111101111111011101111011111111110111111000110100001110011001101101110010011001111111110111101111111111101001111001101111000111101100110110111101111110110111011111111110110010011110111110111100110111010011111101110110111001110101101011110111110100001001111111101011110101011110000101111011111110001001011110110111101111000111001101101111001011101010110111011111100111011111001011000011010101111111110000110001101001101011110100111111100100011111011101111100111111101111100011111100010111111000010101100100111001011000111111110111110100111011010110111101111100111011111011111000011111011100011111001101000100111111111011000110111111011011111100111111010111101111100001110000011110111001110101011011100000111000011110111111111011110111101111111110111101110111101110111001111001101011100111101011000,0111011101010111101111110111111111111011111111100011111111100011011111111011110111100111011000100011101101111111011110100011011010101111111101100011111011110111111110110110000001101010101111110000101110110111101101111011101111111111111110111111001110100011101011001101101100110011001111111110111101111111111101001111001101111010111101100010110111101111010110111011101111110110011011110111101111100110111010011111101100110111001110101101001110111110100000001111111101011110101011110010101101011110110001101011110110111111111000111011101100111001011101010110111011111010111011111011011000011010101011111110001110001111001101111110100111111100101011111011101111100111101100111110011111100010101111000010101100100111001000100111111110111110101111011010111111101111100111111011011111100011111011100011111001101010000111111111001000110111001011011111100100111010111101111100001110100011110111101110001011011110001111000011111111110111011110111101011111100111001110111101111111001111001101111100101101010010,,,5,78,78,7.8,676,67.6,88
22,100,97,200,1000,0111111011111011001111110101000101110100111000111111001110111111101101110000010101010011110101111111100101100111101101010111100000010000101001111011111010010010101101011111100111011100111101011110101011111000101111111011011100111100011100000110111001101101101111111111101111011111100010110110001101111111101010101100101011111100111001011111011100111111011111100000111100011001110111011111000100101011010010111101100111100111101010011111111001100100110101010100110111101101111101010000110011101111101001110111010110100011111101110000101010011000111101111011010010101000111011101111111011011101001111100001111011101101010000101010110001110101011100111110100001101101010010111100111110111100110000100001001011010100111011100100110111011110111100110011111001000010111010101111100111011111111011000101111111111101100111110011101111101011110110001100011011001110111001111111111001000001101111111111101011111111101101111001110110001101110001111001110111100100110110011011111011110001110111100110111100110111,0000111011111010001111110101000101110110111000111101001110110011101101110010010101010010110101111111101101100111101101010111100000110000101001111010011010110010101101011111100111011100111001001110101011111010001111101011011100111110011100100110111000101101101111111111101101011111101100110110001101101111101010101110001011111100111001011011011100101111011111100010111000011011110111011111000100101011010010101101100101100111111010011001111001110100111101010110110011101101111101100000111011101111101001110111010110100011111101110000101010111000011101111011010010101010111010101111111011111100001111100010101011101001001000101010110001110101011100111110100001101101010000111100111110111100110000100001001011110110111011100100111111101110111100110011111001100010111010101111001111011111111001000111111111111101100111110011101111101011110110101100011011011110011001111111111001000011101111111111001011111111101101111001110110001111110001111101001111100100111110010010111011110011110111100101111100110011,,,9,100,87,8.7,630,63.0,86
23,89,5,200,1000,1111111111111111111111111111110110111111111111111111101111111111111111111100111111101111111111111111101111111001110111111111111100111011101111111111111111011111110111111111111111101111101111101111111111111110110110111111110110111111111111110111111111111111111111110101111111111111110011111111111110111111111111111111111111111111111011111111111111111011111111011111101111011111111111111111111111111111111111111111111111111111111010111111011111111111111111111111111111111111111101101111111111011011111111111111111111111111111110111111111111111111111110111111111111111111101011111111111110111111110111111111111101111111111111011100101111111110111101111111111111111010111110111111111111111111101111111111111111111111111011110110111111101011111111111111111111110111111111111111111011111111101111111111111111111111111111111111110110111111111111111111110111111110111111001101111111111011111110111111110111111101111111111111111111111111111111111110111101111110111111111111111110111111111111111111111110111111,1111111101110111111101110111111100111111011101111111001101111111011111110100111101101111011111110111101111111011011111110111011100110011101101111111011101111111011101111111011111100111001111100111111101111110010110110111011110110111001111110111011111110111011111110111111101111111010011111111111100111111011111110111111101111111111001111111011111110010111101010111101101111111011111110111111111110111111101110111111101111111011010110111010101111111011111110111111011110111111101100111111001100111111111010111111111110011111100111111011111110111111100111111011011110111101001111111011110110111110111110111011101110111111101111100101101111110011101110111111101111010011110110111011111110111101101110111111111110111111001110110011111100011011111110111111101110111011111110111111001111111101101110111111101111111011110111111011110110111111101111111010111110110111101001111011111110011111100111111011111110111111101111111011101111111011101111110011101110110111111110111111110111111111111101111111110110111,,,4,168,148,14.8,917,91.7,83
24,73,59,200,1000,0001000100000010000010000100010100110000000000001000001110001000000100000001011000000000001000000000010000000000101000010001110000100000101000000000000000000100010000001000001000100000010010010001110010100000000000100000100000010000000110110000110000000000000100000000010000010000110000000110000001000000000001000000000000000000010000101000000010101100000000001000100001110000000000000000001000000110100000001010100000010011010010000000010101000000010010100010100000100000011000000100000110000000100000000001111010000100001110000010100000000000001000000000001000001100010100000001001100000000110000100001100010100000000000000110000001000000010101010000100001110101100000000001100001000000000000010000000000000000000000000010000000101000000111000000100010000000000000000000000000000110010000100001000000000000100000101000000001000100000000000001000010000100000000000010001000001001000011001000000100010010110100000101010000000000010000001110100000100010000010000011000001000000101010001000000001100000,0001100110000010100010000100100110110000100011001000101110001000100110000001101010000000101010000000100000000000101010010001100010100000101010000000100011000100100010001000101010100000100010010001100010001000000010100000100010010000100110111000110010001000000110001000010010011000110010001010000010001000000001001000100000001000010010101000000010101000000010001000100010111000000010000000101000000110100010001010100011010011110010001000100101001000110010101010100000001000101000001100100110001000100010001001111010000100101110001010100000001000101010001000101000001000100100001001101100001000100000101001110010101000100000001010100001000000110101011000100001111001100000001001100001001000100000011000100000001000100000001010100000101000000111000000100010001000100000001000100000001110100000101001000010001000100010101000000011000100100010000001100010001100000000010010001000001001000010001000000110011010110100001001000010001000010010001010100010101010000010001011000010000000101010001000100011100000,,,5,168,150,15.0,198,19.8,24
25,47,27,200,1000,0101011100110110111101101100011101010110100000010100000111110001010001110110111001001100010111011010101111100011001101000011011110110100110101101001101010101010111100111111001000100100110100001111100000010011011101101010010110100110010011011101110000101100110100001010100000011110100111101010010011000010011010001010100111110011100101010111011101100111010111111100100110011000110000011001011110101010000011000111110011111110011110000000110100010100011110001101101001110110110000101000101011001011001010111100100110100111010001001100110111000110010101010111010101111100111111110101110010101010111100111010100000100101101000001010000001000100110111001001111010010011101010001110000101111010000000000101101010000101110011001000100100011111001110000111101010101110011100010110011011100011001111000011000100100111100111011011110111010110100101011000100111111110001011100111110010111100110001011000111100100100001010000000000100001110101010000101110111011010010001101101000001101011011011101101101010010010,0101011100110110111101101100011101010110010000010100010111110101010001110110111001001100010111011110111111100011011101000110011110110100110101101001111011101010111101111111011000100100110100001111110000010111011101101110010111100110010011011101110001101100010101001010110001011110100111101110010011000110011011001010110111110011110101010111011101100111011011111100100111011100110001011101011111101110000011000111110011111110011111000000110100010100011111001101011001110110110001101000111011001110011010111100110110100111010001001000110111000110010101010111010101110100111111110101110010111010111101111010110001100101111001001010010001000100110111001001111010010111011010000110010101111110000001000101111011000101110011001000110101011111011111000111101000101110011101010110011011100111001101000111000101100111100111010111110101010110100101011100100111111110011011100111110011111100110001010000111100100100001010000100010100001110111010000101000111011110010001101101010001101111011011101101101010010110,,,0,70,89,8.9,508,50.8,82
26,86,85,200,1000,0111000001001100001000011010000001110000000001100010010000000100000000110000000011010000000000000101011000000001000110010010100001000111001011010100001010011011100011100001011000000010000000000001000110000000000110101100100101100000010100000110010101000000000101111011010110011000011000000001000011011010000001100100001001010000000010101000100000000000100110100100001000011011001010001001101010100000100101101011000110000010000100000000001000000010000000010000010000111010110010000000000001100011000010000011100100011001111010001100111101001000100100000010101000100100001001000110001001001010010001100000010010101100001000000000100011100000110000100001010001010000010100110000001010110000100010010000000010001100010010011010000001010101011111010000001101000010000010000010001111010001111100001000110000000000000000110010111000001000010000100001101010010000000011011001000000000000011100110000010100010001010000100000110001100111001010010000100011100001101000000010001000100001010010111011000000001010,0111000101011100001100001010000101110000000101110010010100010100000100110000100011010001000000010101011000010001000110010011100101000111001011010000001110011011100011110001011000010011000000010001000110010010000110101101100001100001010100010111010101010001000101111011010110011001011000010001000011011010000101110100001101010000000110111000100100000001100110100101001000011011001110001001101110100000100001111011001110110010000100010000001100010010000100010000010100111010110110000001000101100011000010000011100100011001111110011100111101001001100100010011101000110101001001010111001001001011010001110001010010111100001100010000100000110000110000110001010001010001010010111010001110110001100110010001000110001101010110001011000101010101011101010001001001010011000010010000001111010001111100011000110100000001000100110011111100101001010100100001101110000000000111001001000000010001011100110001010100010001010010000000110101100111001110010001100011110000101000010011001000110001010010111011000100011010,,,3,170,125,12.5,312,31.2,59
27,66,42,200,1000,1010010011110100001100101000100000101011000010111011001100111000000101101111011110111000010010010111001000101011101010011001101110011001011001011100110110000100001000111010111101000010100011010101100111011001110001011111111011101110001100111011010011111000010100010100110001111110100010001111010111101101000111000000000010101011001010011010011100100100100000100110111000100011000100110010011100101101110000101111010010101011011100101000010011110010000010011011011001001010001001010001001110010000001111100111011101000111000100111000001010100010010011100110011100100101111000000000010000100001111000101101101101000010101110110000001011111110010100010001111010110010111011000010011001000100111111110100001000111010010010001010010010010100111111111110100000010010000110101100110100110011110001111101101001100101101001111001010111011000011010100111000100000100001111000011100000101011101100100011100101000000111010101100001001001011001111001110011111011110010100010100001010011000001111110001000110100100,1110000011110000011100101100110000101111000011111011011100111100000110101011011110111100010011010111001001101111101010011001111110011001011000011100110111000100001001111010111100000100100011010101100111011101110001011111111011101110001100111011010011111100010100010100100001111110100000001101000111101110000110000100010010101011011010011100011100100100110001100110111001100011010101110010011100101101100001101011010010101111011100101100000011110110000011011011011001001110000001010101001111010000011111100011011101000111010101111000011011100010010011100110011101100101111001000000010001100001111001101001111101000010111111110000011010111110010100010101111010110110111011000110011001000100101111110100001001111010010011001010010010010100111111111110110001010010010111101100110101110011110001111101101001100101111001111001010111011000011011100111010101000100001111000011110001101011111101100011110101000000111011101100011001001011011111001110011111011110010100010100011010011100011111110101010110100100,,,6,165,99,9.9,477,47.7,79
28,90,80,200,1000,1101101101001110101101111111101011111111111011010111101111101110001111111001001110110111101001011110001111111111011001111111110111111101110011111111001110111100111011110011100111011101111111111111101101111111111111110101100101011001101101110111111110011001110101111111011001111110111011111111110011111111011111101101111111111011111011011011111011111111010011111111111111011111111011111111111111010001101111111111011101011001111110011011111111011111011011100010010011111111111010101101011010011011111001111111111111011111111111111011111111101111111110111011111111111110100111111111111011011110001110111011100111010111111111111111011111111111101111101111110101101111111110111111111110111011111011111111101111111100111111111110110111001011111111011110011011111111111011111011101111110011100001110111111111001111100111011111111111111000100111101111111111011111011111111100100101111011011110111101111100110111011111110111111011100010111111001111101111111111111111111101110011111101111000111011111111101011,1110101101001110101101111111101100110111111011110111101111101110001111111001001110110111101001011110001111100111011001111110010111111111110011101111001010101100111011100011110111101101111011111111101101111111011111110101100101011001101101110111111110100001111001111111011000111110111011111111110011111100011111101101111100111011111011011011111011111111010111111111111111011111011011111111111101110001101111111111011101011001111110011010111111011111011011100010011011111111000010101101011010111011111001111111111111111111111111111011111011101110111110111011111111111110000011111111111011011110001110101111100111100111111101111111011111101111101011101111110101101111111010111111111110111011111011111111101111101100111011111100110011001010111111011110011011101111111001101011101011110010100001110111001111101111101111010011111111111010100111101110111011011111011011111100101101110011011010111101111100110111011011110111111011100010111111101111101011111111111111111101110011101101111000111011111111101011,,,10,98,81,8.1,781,78.1,89
29,61,44,200,1000,0010000110100110010010100101000010100100100011111010000000110001010100100100110011010110100000011000110000000001010000100101010011010011000010110000010010110000100011010011101111001100100000010001001000101111010110000000110100100011001000100100110111011001000100111010110000000000000101010010101100100100000010101000001011001000010111011010110100100100001001011100000011110100110000011000010000011010010000010111010001000001110010111011101000111010101000111001000000101001000000000110100011000010111011101000000001100011011001110000100101100001100000001111000101100000110011111010010100010111010000011101011110100011001010100000010000101100010000010111000000100001100000000000000001000011001000011001111100000010001100011111000100000000001010000110010010110000001100001101000011101100111000101001100101011111001111101111010100101011001010101111010001010001100010010110010001000111010001010001000110101001010000001001010000010100100100100110110100001110010100100011101111111001010001010001001010001001,1010000110101010010010101001000010100100100011111010100000011001100100101100100010011110100010011000100010001001000010101001000011010011100010110000100010110000100011010011101111001000100010010001101010101011100110000000100110100011101010100000110110011001100100111010110000001000100100011010101100101100100010101000101011001000010110011010100100101100101001011000000010111100100010011000000010011010000010011111000010001001100010111011101010111010101010111001100010101001100000000110100011000010111010101000100010100011111010111000100101101001100010001011000101101000100011111010100110010011100010011001001110100011101010100000100010101000100010010011100010100001100010000000100010000011101000011001111100001010101100011011100100001000101010001010110010111000101100001001100010101000111000101001100100011111001111101111100110101011101010101011110000011001100010011010010010001011010010011001000110101001010010001001000010011000100110100010100110001010110110100011101110111001110010010001101010001001,,,0,238,159,15.9,396,39.6,59
